"SC";"PERSONAS";"MUNI";"EDAD_MEDIA";"ArtSurfA";"Service.area.popacc";"POPDEN.I.SD";"ARTSURF.I.SD";"ROADDEN.I.SD";"SERAREA.I.SD";"UI.N";"DI.N";"SMRe"
"1102701034";1583;11027;36.5;100.0000002;0.059635537;1.76455521017446;1.76455521017446;1.76455521017446;0.764555210174458;1.31118758731887;0.414864965007583;1.05192708223825
"1102701035";1900;11027;32.4;100;0.043404919;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;2.3307414579366;0.841697012783458
"1102702001";2003;11027;36;96.77054139;1.399524623;-0.235444789825542;0.764555210174458;-1.23544478982554;0.764555210174458;-0.330453644471453;-0.185357264608124;0.65316594396251
"1102702002";1850;11027;32.4;85.80926725;1.465187222;-0.235444789825542;-0.235444789825542;-1.23544478982554;0.764555210174458;-0.577000496132271;0.0692561959806825;0.673406402274145
"1102702003";1089;11027;33.5;56.74768716;0.955344179;-0.235444789825542;-0.235444789825542;-1.23544478982554;0.764555210174458;-0.577000496132271;0.0205175564111857;0.963341931385237
"1102702004";1734;11027;33.5;73.21673199;3.38795665;-1.23544478982554;-0.235444789825542;-1.23544478982554;0.764555210174458;-0.868647381633483;-0.0307601990698095;0.856962699846343
"1102702005";1615;11027;26;69.60629608;0.28258361;-0.235444789825542;-0.235444789825542;-1.23544478982554;-0.235444789825542;-0.77243397610731;-0.133790504064031;0.6213912712976
"1102702006";1322;11027;29.9;84.61959378;0.291608303;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;0.187500553225103;0.60619594402067
"1102702007";1808;11027;29.8;91.55060587;0.29805244;-0.235444789825542;0.764555210174458;-0.235444789825542;0.764555210174458;-0.0598534414290912;0.42659031328182;0.958767799147582
"1102703001";1539;11027;33.7;77.95284008;0.002648836;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;-0.167459593914878;1.03787091853492
"1102703002";2092;11027;32.3;33.94981853;1.610122755;-0.235444789825542;-0.235444789825542;-1.23544478982554;0.764555210174458;-0.577000496132271;-0.0366435164257206;1.00331339493795
"1102703003";1386;11027;31.9;24.97740016;1.189679532;-1.23544478982554;-0.235444789825542;-1.23544478982554;-0.235444789825542;-1.06408086160852;0.127387500100844;1.11996087505321
"1102703004";2539;11027;32.8;7.688794282;6.638602077;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;-0.50086822063531;0.942563625807307
"1102703005";2360;11027;30.6;56.41641231;0.288329071;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;0.55348417920037;1.06535677154658
"1102703006";2312;11027;30.2;80.14814572;0.692076241;-0.235444789825542;-0.235444789825542;-1.23544478982554;0.764555210174458;-0.577000496132271;-0.088540568470496;0.840557616278828
"1102704001";1252;11027;34.2;7.401544057;0.689844934;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;0.0238824010743914;0.826187650169403
"1102704002";1364;11027;32.9;5.752540295;0.163795902;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;-0.181455696256309;0.714993522568731
"1102704003";1400;11027;33;99.64884174;0;-0.235444789825542;0.764555210174458;-0.235444789825542;-1.23544478982554;-0.450720401379169;0.0835000169476254;0.810337943940306
"1102801001";1991;11028;33.6;100;0.172489168;0.764555210174458;0.764555210174458;-0.235444789825542;0.764555210174458;0.231793444072121;0.245466711594924;1.30475196956395
"1102801002";1101;11028;39.3;100;0.039005216;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.967380715993427;1.20304975170983
"1102801003";1058;11028;38.9;99.62674502;0.133072506;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.619563122555711;1.17675196693884
"1102801004";1682;11028;36.3;100;0.166476551;0.764555210174458;0.764555210174458;-0.235444789825542;0.764555210174458;0.231793444072121;-0.17674904237158;1.03600824114626
"1102801005";1725;11028;36.8;100;0.071024601;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;1.20756456664616;1.46552197537749
"1102801006";899;11028;39.4;100;0.029667091;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.33609044209475;1.19362132469364
"1102801007";1242;11028;28.6;100;0.085803116;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.446283944010029;0.9088901516954
"1102801008";1183;11028;29.4;100;0.094961272;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.663863470084783;0.932657388966884
"1102802001";842;11028;39.6;100;0.059017412;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.181947527369875;0.983240575636826
"1102802002";848;11028;39.4;100;0.052582121;0.764555210174458;0.764555210174458;1.76455521017446;0.764555210174458;0.772993850156844;0.377954889806287;0.960052830922346
"1102802003";1035;11028;38.4;100;0.093505785;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.896182254377504;1.05520524122515
"1102803001";695;11028;41.6;100;0.035038637;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;-0.310702889117223;0.915086336158462
"1102803002";672;11028;39.9;100;0.057294551;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.360862304645955;1.04757881218201
"1102803003";1902;11028;33.3;96.83788055;0.093712691;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;-0.419946802968039;1.20254081744335
"1102803004";1471;11028;37.6;99.51109879;0.187470783;-0.235444789825542;0.764555210174458;-0.235444789825542;0.764555210174458;-0.0598534414290912;-0.141717500080417;1.25708151755575
"1102803005";1299;11028;33.4;68.82491912;0.334829789;-0.235444789825542;-0.235444789825542;-0.235444789825542;0.764555210174458;-0.30640029308991;-0.492817365306168;0.71660556779278
"1102803006";2310;11028;30.2;22.08475697;0.083948507;0.764555210174458;-0.235444789825542;1.76455521017446;0.764555210174458;0.526446998496026;0.0106707410470814;1.03614794945195
"1102803007";1331;11028;29.2;100;0.094054492;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-1.04966819223847;0.880474105510737
"1102803008";1450;11028;37.4;100;0.051701655;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.556683878113234;1.04092603394708
"1102803009";1259;11028;39.8;100;0.054663435;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;-0.370155359240116;1.23696309355015
"1102803010";1115;11028;30.3;25.65870592;0.822602535;-0.235444789825542;-0.235444789825542;-0.235444789825542;0.764555210174458;-0.30640029308991;-0.295344334335476;0.758015296945728
"1102804001";1606;11028;35.6;2.613167937;3.14892846;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;-1.07951828661268;1.04931395348156
"1102804002";1650;11028;33;0.761075304;0.934127726;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;0.541758830926133;0.944829597322007
"1102804003";1962;11028;30.7;82.86615702;0.015305462;-0.235444789825542;-0.235444789825542;-1.23544478982554;-0.235444789825542;-0.77243397610731;1.85770209930254;1.25244495622651
"1102804004";2289;11028;28.4;12.27596037;0.321615236;-1.23544478982554;-0.235444789825542;-1.23544478982554;-0.235444789825542;-1.06408086160852;1.34019724738907;1.35392934416316
"1102804005";1108;11028;34.3;59.25247897;0.198540717;-0.235444789825542;-0.235444789825542;0.764555210174458;0.764555210174458;-0.035800090047548;-0.628525885649188;1.14457399309006
"1102901001";985;11029;37.3;54.10958538;0.318418366;-0.235444789825542;-0.235444789825542;-0.235444789825542;0.764555210174458;-0.30640029308991;0.420190915456092;1.1299646807617
"1102901002";783;11029;41.3;47.75902042;0.091490063;-0.235444789825542;-0.235444789825542;0.764555210174458;0.764555210174458;-0.035800090047548;0.91137566340891;1.3625441946051
"1102901003";936;11029;29.8;0.030519931;0.336806151;-1.23544478982554;-1.23544478982554;-0.235444789825542;-0.235444789825542;-1.04002751022698;-0.906631329224054;1.40614219702939
"1102901004";2281;11029;29.4;41.41555474;0.306150207;-0.235444789825542;-0.235444789825542;0.764555210174458;0.764555210174458;-0.035800090047548;-0.587528453126944;1.1707113578575
"1102901005";1800;11029;30.8;0.873190085;0.963180621;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;-0.00200419529161809;0.985165120535767
"1103001001";805;11030;43.4;94.82677615;0;-0.235444789825542;0.764555210174458;0.764555210174458;-1.23544478982554;-0.180120198336807;-0.408035665724668;1.0346177744197
"1103001002";836;11030;43.8;100;0;0.764555210174458;0.764555210174458;0.764555210174458;-1.23544478982554;0.111526687164405;-0.292598786236051;1.13280636407348
"1103001003";1315;11030;36.7;99.9720125;0.22934512;-0.235444789825542;0.764555210174458;-0.235444789825542;0.764555210174458;-0.0598534414290912;-0.591719026541856;0.93367526678471
"1103001004";2147;11030;31;73.91320774;1.105319122;-0.235444789825542;-0.235444789825542;-1.23544478982554;0.764555210174458;-0.577000496132271;-0.594237499234562;0.775569140326131
"1103002001";658;11030;45.3;99.8831841;0;0.764555210174458;0.764555210174458;1.76455521017446;-1.23544478982554;0.382126890206766;-0.14452497783622;1.20515566201134
"1103002002";860;11030;38.4;100;0.011771074;0.764555210174458;0.764555210174458;0.764555210174458;-0.235444789825542;0.306960167139444;-0.405971343845401;1.13878370917786
"1103002003";1992;11030;33.2;98.63082267;0.141632315;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-0.379898958510257;0.996330199909175
"1103003001";1893;11030;37.6;100.0000041;0.005968911;1.76455521017446;1.76455521017446;0.764555210174458;-0.235444789825542;0.845153904301474;-0.821622554235834;1.18482668665119
"1103003002";2039;11030;36.7;100;0.108465317;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-0.822572142300298;1.10592049554662
"1103003003";1896;11030;31.9;13.74310185;1.280586786;-1.23544478982554;-0.235444789825542;-1.23544478982554;-0.235444789825542;-1.06408086160852;-0.853784689114816;0.980156483100455
"1103003004";1644;11030;36.7;99.99999591;0;0.764555210174458;0.764555210174458;0.764555210174458;-1.23544478982554;0.111526687164405;-1.1960698999161;0.942395988976832
"1103003005";1500;11030;34.1;100;0.052585613;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-0.615830306091696;1.14776442630346
"1103003006";2017;11030;36;100.0000003;0.060820637;0.764555210174458;1.76455521017446;0.764555210174458;-0.235444789825542;0.553507018800262;0.518060415752146;1.48834677102645
"1103003007";1380;11030;33;100.0000018;0.060041851;1.76455521017446;1.76455521017446;0.764555210174458;0.764555210174458;1.04058738427651;-0.642728420178546;1.0698161377336
"1103003008";1512;11030;36.2;99.99999951;0.063369763;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;-1.05899892713276;1.03765201311656
"1103003009";2521;11030;29.7;96.44301651;0.241632439;-0.235444789825542;0.764555210174458;-0.235444789825542;0.764555210174458;-0.0598534414290912;-0.58503062365303;1.19731123451543
"1103101001";2098;11031;33.3;16.22431661;0.276858188;-0.235444789825542;-0.235444789825542;-0.235444789825542;0.764555210174458;-0.30640029308991;0.302194276837184;1.07065808229801
"1103101002";945;11031;41;99.9687884;0.032661842;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.242865666027047;1.22211982121141
"1103101003";900;11031;41.8;79.58093832;0.03459348;1.76455521017446;-0.235444789825542;1.76455521017446;0.764555210174458;0.818093883997237;2.15364328391428;1.23499375158338
"1103101004";1033;11031;35.2;99.99999996;0.033266541;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.651436252371595;1.24190713569181
"1103101005";2298;11031;30.8;62.09064304;0.433004521;-0.235444789825542;-0.235444789825542;-0.235444789825542;0.764555210174458;-0.30640029308991;-0.367760745860166;0.916973120558745
"1103101006";1880;11031;37;100.0000002;0.095843475;1.76455521017446;1.76455521017446;0.764555210174458;0.764555210174458;1.04058738427651;-0.00801137196028607;0.910219903635801
"1103101007";1659;11031;33.2;82.04572109;0.139160533;0.764555210174458;-0.235444789825542;0.764555210174458;0.764555210174458;0.255846795453664;0.279569309040416;1.00173881832064
"1103101008";1481;11031;39;100;0.057939101;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.384829081664246;1.07083182095372
"1103101009";1897;11031;36;25.77470388;0.689491801;-0.235444789825542;-0.235444789825542;-1.23544478982554;-0.235444789825542;-0.77243397610731;-0.178235354124652;0.821614588984757
"1103101010";889;11031;38.4;100;0.038933553;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;-0.336155977888586;0.804349895165881
"1103101011";1948;11031;33.3;99.99999966;0.064439683;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.190968613982271;0.953387603244487
"1103101012";1690;11031;34.1;100;0.042048009;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.44560271778987;0.977642631657104
"1103101013";716;11031;38.7;100.0000046;0.035983609;0.764555210174458;1.76455521017446;1.76455521017446;0.764555210174458;1.01954070181766;0.216710707816732;1.05146381641568
"1103101014";1399;11031;34.3;33.16197981;0.271489546;-1.23544478982554;-0.235444789825542;-1.23544478982554;-0.235444789825542;-1.06408086160852;0.0409130565783446;0.956616337382858
"1103102001";1107;11031;38.4;100;0.05563226;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;-0.0900268802235685;1.02533096783143
"1103103001";833;11031;39.6;100;0.069918453;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-0.822138634705652;0.97926714186531
"1103103002";1115;11031;34.7;100;0.058242696;0.764555210174458;0.764555210174458;1.76455521017446;0.764555210174458;0.772993850156844;0.279424806508868;0.903911217626465
"1103103003";719;11031;40.5;100;0.036789552;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;-0.163970889938916;0.883475384814596
"1103103004";878;11031;36.9;100;0.056769284;0.764555210174458;0.764555210174458;1.76455521017446;0.764555210174458;0.772993850156844;0.141466175317446;1.18939915543445
"1103103005";1395;11031;42.6;100;0.040760861;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;-0.00691728136427411;1.15055761015482
"1103103006";1268;11031;39.5;100;0.043063744;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.318172128182711;0.870992719180567
"1103103007";2212;11031;31.9;84.94681547;0.103843527;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;0.381980317470858;1.178563657981
"1103104001";796;11031;40.8;100;0.046425837;0.764555210174458;0.764555210174458;1.76455521017446;0.764555210174458;0.772993850156844;0.161902961922191;1.01151442324586
"1103104002";1187;11031;37.9;100;0.058019151;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;-0.120971065193782;0.886238249870106
"1103104003";749;11031;39.2;100;0.043631444;0.764555210174458;0.764555210174458;1.76455521017446;0.764555210174458;0.772993850156844;0.349364031778437;0.881164942582422
"1103104004";2063;11031;36.4;100;0.130211411;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-0.164445683971148;1.08444531314479
"1103104005";1068;11031;38;100;0.050281428;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.280642756417635;0.942658116732128
"1103104006";1529;11031;33.7;100;0.06752449;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.8561963395761;0.949978512458637
"1103105001";1408;11031;32.2;100;0.11511292;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.0947918576272166;0.881859540658695
"1103105002";1064;11031;38.9;100;0.034796187;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.71778355757124;0.719949651221278
"1103105003";977;11031;39.3;100;0.062670211;0.764555210174458;0.764555210174458;1.76455521017446;0.764555210174458;0.772993850156844;0.324943103946708;0.988878989539548
"1103105004";1890;11031;35.9;100;0.072300905;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;0.468062539836297;1.16643785803676
"1103105005";1036;11031;39.6;100;0.063796633;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.178747828457011;1.05074282747075
"1103105006";2025;11031;37.3;100;0.11910696;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-0.304117702322361;1.16633400044762
"1103105007";1535;11031;38.2;100;0.153948465;0.764555210174458;0.764555210174458;-0.235444789825542;0.764555210174458;0.231793444072121;0.0547027267318491;0.991331185443973
"1103106001";1287;11031;35.8;100;0.087646684;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.351304494344949;0.850588283064664
"1103106002";1603;11031;36.1;100;0.039743917;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.399052259412397;1.09523196490894
"1103106003";1136;11031;39.7;100;0.023941852;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.465337634955664;0.849762459695837
"1103106004";1230;11031;36.8;85.24431089;0.03114637;1.76455521017446;-0.235444789825542;1.76455521017446;0.764555210174458;0.818093883997237;0.323312289662087;0.988537177477372
"1103106005";1016;11031;37.4;93.40978637;0.046544483;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.231966046504516;1.03826063648007
"1103106006";1002;11031;36.8;99.79217023;0.058040293;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;1.09846515532689;1.00689643844394
"1103106007";1475;11031;34;0.891056054;0.28855382;-1.23544478982554;-1.23544478982554;-0.235444789825542;-0.235444789825542;-1.04002751022698;0.0478078916550972;1.22414259506344
"1103106008";1761;11031;33.3;75.20955439;0.269360833;-0.235444789825542;-0.235444789825542;-0.235444789825542;0.764555210174458;-0.30640029308991;-0.104580349472402;0.928405167189347
"1103106009";1198;11031;37.5;100;0.06671607;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;1.97299447625961;1.24729973325166
"1103106010";2617;11031;33.7;100;0.107241177;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;0.0800732426280422;0.941341391628008
"1103106011";1937;11031;33.3;100;0.073351766;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;0.279796384447135;0.829086394484839
"1103106012";1286;11031;34.2;100;0.067282989;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;1.5316424584723;1.38399025871916
"1103106013";1512;11031;35.7;100;0.040874151;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.81152441410876;1.28516092357091
"1103106014";1522;11031;31.5;100;0.061334597;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;-0.448331228807962;0.918445562854193
"1103106015";1587;11031;31.9;100;0.083437362;0.764555210174458;0.764555210174458;-0.235444789825542;0.764555210174458;0.231793444072121;-0.314521884593868;0.873526518397309
"1103106016";1920;11031;29.2;100;0.067964698;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;0.150941412743282;1.1019423576947
"1103106017";1070;11031;28.9;97.55718568;0.248726437;-0.235444789825542;0.764555210174458;-0.235444789825542;0.764555210174458;-0.0598534414290912;0.220488416855791;1.04768769013027
"1103106018";1077;11031;39.6;99.34900128;0.036924376;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.0355664629110428;1.07222716578793
"1103106019";805;11031;37.5;100;0.048235006;0.764555210174458;0.764555210174458;1.76455521017446;0.764555210174458;0.772993850156844;2.00639520426615;1.33746777541423
"1103106020";1704;11031;34;100;0.078838595;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;-0.0487404426382263;0.954645453763627
"1103106021";1232;11031;36.2;100;0.075558961;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;1.27403573115856;0.725779988854597
"1103106022";890;11031;34.4;100;0.032446783;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;1.28958007490944;1.13046005248677
"1103106023";2527;11031;31.6;100;0.070364201;1.76455521017446;0.764555210174458;0.764555210174458;0.764555210174458;0.794040532615694;0.387244338262989;0.806429224682565
"1103106024";1619;11031;32;15.10692771;0.67866321;-0.235444789825542;-0.235444789825542;-1.23544478982554;-0.235444789825542;-0.77243397610731;-0.387619522338716;0.945759999229669
"1103106025";1842;11031;29.5;100.0000009;0.074509033;1.76455521017446;1.76455521017446;0.764555210174458;0.764555210174458;1.04058738427651;-0.160110608024687;0.86201290425182
"1103106026";1130;11031;32.3;99.63732027;0.077930094;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;-0.961170713274292;0.999232996340442
"1103106027";2095;11031;28.7;16.55310472;0.799644112;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;0.0864932836725627;0.960971791170296
"1103201001";1850;11032;35.7;94.92755288;0.005118505;-0.235444789825542;0.764555210174458;-0.235444789825542;-0.235444789825542;-0.25528692140413;-0.574234220224463;0.968305969064012
"1103201002";1039;11032;37.6;100;0;0.764555210174458;0.764555210174458;0.764555210174458;-1.23544478982554;0.111526687164405;-0.247452066736478;0.97067603577356
"1103201003";2021;11032;28.1;30.25501014;1.189838774;-0.235444789825542;-0.235444789825542;-1.23544478982554;-0.235444789825542;-0.77243397610731;-0.142089078018685;0.888391906517181
"1103201004";1892;11032;31.6;100;0;0.764555210174458;0.764555210174458;0.764555210174458;-1.23544478982554;0.111526687164405;1.27742121904056;1.50023752786069
"1103201005";629;11032;41.8;100;0.004727662;1.76455521017446;0.764555210174458;1.76455521017446;-0.235444789825542;0.869207255683017;0.649289357617157;1.28922057029472
"1103201006";1462;11032;40.9;100;0.109788816;0.764555210174458;0.764555210174458;-0.235444789825542;0.764555210174458;0.231793444072121;0.0112900376108616;1.04700143979562
"1103201007";2206;11032;33.1;1.601783419;1.224119826;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;0.807519629662982;1.10805975303124
"1103201008";1415;11032;35.1;1.682055816;0.873196385;-1.23544478982554;-1.23544478982554;-1.23544478982554;-0.235444789825542;-1.31062771326934;0.397318229033813;0.967781569156534
"1103201009";1272;11032;34.7;51.74705554;0;-0.235444789825542;-0.235444789825542;-0.235444789825542;-1.23544478982554;-0.697267253039987;-0.603877882410739;1.10699563408221
"1103201010";1397;11032;38.1;100;0.001805556;0.764555210174458;0.764555210174458;-0.235444789825542;-0.235444789825542;0.0363599640970819;-0.887680854372382;1.49740463932047
"1103201011";671;11032;36.1;100;0;1.76455521017446;0.764555210174458;0.764555210174458;-1.23544478982554;0.403173572665616;1.2505231049537;1.5508526149327
"1103201012";1075;11032;33.3;100;0;1.76455521017446;0.764555210174458;1.76455521017446;-1.23544478982554;0.673773775707978;0.329030461267656;0.9893990849415
"1103201013";2507;11032;30.8;100.0000051;0.021593136;1.76455521017446;1.76455521017446;0.764555210174458;-0.235444789825542;0.845153904301474;-0.2316187179225;1.0143893512405
"1103201014";1294;11032;33.3;63.52127562;0;-0.235444789825542;-0.235444789825542;-0.235444789825542;-1.23544478982554;-0.697267253039987;-0.291917560015892;0.919370684138417
"1103201015";1110;11032;30.7;100;0;1.76455521017446;0.764555210174458;0.764555210174458;-1.23544478982554;0.403173572665616;1.04423541955854;1.15497966915692
"1103201016";1108;11032;36.1;100;0;1.76455521017446;0.764555210174458;0.764555210174458;-1.23544478982554;0.403173572665616;2.47898041208677;1.48831850323287
"1103201017";1050;11032;30.3;32.80223888;0.313952752;-0.235444789825542;-0.235444789825542;-0.235444789825542;0.764555210174458;-0.30640029308991;1.3741966287406;1.11195811822934
"1103201018";1121;11032;30.9;98.94968762;0.000278058;0.764555210174458;0.764555210174458;-0.235444789825542;-0.235444789825542;0.0363599640970819;-0.799038872876652;1.06515672345793
"1103202001";770;11032;36.2;100;0.007522191;0.764555210174458;0.764555210174458;0.764555210174458;-0.235444789825542;0.306960167139444;0.655234604629446;1.08067186949123
"1103202002";1394;11032;34.9;29.83558956;0.103851411;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;-0.589035408098808;0.994679960666054
"1103202003";1896;11032;34.1;91.84825464;0.074614172;-0.235444789825542;0.764555210174458;-0.235444789825542;-0.235444789825542;-0.25528692140413;0.0669647986946962;1.00273669999913
"1103202004";1388;11032;33.1;21.49592624;0.404268382;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;-0.619835090537474;0.843856763436974
"1103202005";1176;11032;31.6;2.374016753;0.191367908;-1.23544478982554;-1.23544478982554;-0.235444789825542;-0.235444789825542;-1.04002751022698;-0.396743825045077;1.20758027860437
"1103203001";1024;11032;43.6;100;0.094512009;0.764555210174458;0.764555210174458;0.764555210174458;0.764555210174458;0.502393647114482;0.884745911166364;0.911050521260233
"1103203002";1384;11032;41;83.50956868;0;0.764555210174458;-0.235444789825542;0.764555210174458;-1.23544478982554;-0.135020164496414;0.00282631790586634;0.857098167684415
"1103203003";1259;11032;37.5;83.71180317;0.012917803;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;-0.224166515938346;0.934939398625232
"1103203004";1264;11032;36.5;63.24000829;0.012775158;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;-0.360494332845146;1.10466924455001
"1103203005";797;11032;40.8;100;0.014286515;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;0.554309907952077;0.7285768479798
"1103203006";1199;11032;36.7;84.84472702;0.010475735;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;-0.345424783126496;0.956565020385939
"1103204001";1046;11032;42.7;100;0.009097626;-0.235444789825542;0.764555210174458;-0.235444789825542;-0.235444789825542;-0.25528692140413;1.4803647029913;0.977948236458533
"1103204002";1368;11032;37.7;100;0.034157431;-0.235444789825542;0.764555210174458;-0.235444789825542;-0.235444789825542;-0.25528692140413;0.0853785498577588;1.07536042899632
"1103205001";1282;11032;36.4;100;0.089496489;0.764555210174458;0.764555210174458;-0.235444789825542;0.764555210174458;0.231793444072121;-0.225425752284699;1.13309705663809
"1103205002";916;11032;37.2;100;0.018231883;1.76455521017446;0.764555210174458;1.76455521017446;0.764555210174458;1.06464073565806;-0.73310443205286;1.49557759562429
"1103205003";722;11032;35.3;59.5051829;0;-0.235444789825542;-0.235444789825542;0.764555210174458;-1.23544478982554;-0.426667049997626;-0.68054679700672;0.859702418773625
"1103205004";861;11032;35.1;0.000853449;0;-0.235444789825542;-1.23544478982554;-1.23544478982554;-1.23544478982554;-1.21441430774317;-1.21737370171013;0.908777720855172
"1103205005";1299;11032;32;0.000853449;0;-1.23544478982554;-1.23544478982554;-1.23544478982554;-1.23544478982554;-1.50606119324438;-0.591264875728417;1.14902224765289
"1103205006";616;11032;39.4;25.25588196;0;1.76455521017446;-0.235444789825542;1.76455521017446;-1.23544478982554;0.427226924047159;0.554825988421893;1.36295602764504
"1103205007";1409;11032;34.5;53.50955664;0.001258945;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.235444789825542;-0.501833773064949;-0.87027862093016;1.08173661176418
