Census Tract;Bus stops;Health center;Hospitals;Universities;Bus stations;Faculty;Supermarkets;Open Markets;% of artificial surface;Road density;Total.Area
2100201004;2;0;0;0;0;0;0;0;55,55064086;22,95198154;1546657,197
4109102037;0;0;0;0;0;0;0;0;100;30,95283811;32219,44883
1402106023;0;0;1;0;0;0;0;0;100;20,3970111;491346,6477
1808901009;0;0;0;0;0;0;0;0;68,74341428;46,0195625;81988,80744
4109101041;0;0;0;0;0;0;0;0;100;38,07264621;89412,98225
1101602001;0;0;0;0;0;0;0;1;94,22755154;32,73190531;224220,8138
405201003;6;0;0;0;0;0;0;0;11,40485177;101,8264918;3314456,425
490201029;8;0;0;0;0;0;0;0;4,132751914;56,32864271;9122524,327
1104102005;0;0;0;0;0;0;0;0;65,67510579;41,58784822;141319,2502
401307019;0;0;0;0;0;0;0;0;100;47,36827036;26104,14629
1808707005;1;0;0;0;0;0;0;0;100;29,7929133;46052,00838
1190201001;0;0;0;0;0;0;0;0;0;0;116250,1721
407001001;3;1;0;0;0;0;0;0;0;0;128905514,7
1103902002;0;0;0;0;1;0;0;0;19,84860865;139,4952007;160656,9794
2903802004;0;1;1;0;0;0;0;0;100,0000008;36,59544584;225245,3711
1101208003;0;0;0;0;0;0;0;0;99,99999995;15,77214285;101822,3178
1101209019;0;0;0;0;0;0;0;0;100;47,73847374;6558,24232
2906708056;0;0;0;0;0;0;0;0;100;25,95789655;151213,0988
407902004;14;0;0;0;0;0;0;0;80,20004019;32,12317794;461742,7177
2302601003;1;0;0;0;0;0;0;0;0,12305199;635,3848003;101302124,3
410002001;0;0;0;0;1;0;0;0;28,77672428;48,61387265;1130054,469
4109103036;1;0;0;0;0;0;0;0;100;39,92488106;59412,05097
2906709033;0;0;0;0;0;0;0;0;100;55,74566645;16735,3194
2305201001;2;0;0;0;0;0;0;0;0,519561431;129,8130703;47713862,49
2300201001;0;0;0;1;0;0;0;0;55,91808529;23,40753247;614337,1183
1402102016;0;0;0;0;0;0;0;0;100;35,63466342;40919,82123
2905401002;0;0;0;0;0;0;0;0;95,68417752;31,09915153;121400,6661
4102601002;0;0;0;0;0;0;0;0;4,015611215;61,60461141;8296805,265
2906702027;0;0;0;0;0;0;0;0;13,9885407;51,37729375;7067405,811
2104101007;0;0;1;0;0;0;0;0;100;21,2167314;49656,6833
2308803002;0;0;0;0;0;0;0;0;51,46712786;73,43265729;172552,4732
2302101001;1;1;0;0;0;0;0;0;0;0;58562400,12
1808707001;0;0;0;0;0;0;0;0;100;48,86558855;81817,28745
4109102041;0;0;0;0;0;0;0;0;100;17,15130772;21550,48682
1101205004;0;0;0;0;0;0;0;0;100;50,1223144;16302,5569
2906709061;0;0;0;0;0;0;0;0;100;55,03962122;26555,07307
2909402004;0;0;0;0;0;0;0;0;29,11758435;40,7823189;897491,8637
2104105004;0;0;0;0;0;0;0;0;100;23,10535922;18441,29998
2906702046;0;0;0;0;0;0;0;0;61,33319959;28,45863726;212798,0333
4104202001;0;0;0;0;0;0;0;0;99,90422709;30,49873845;97715,44449
1809801005;0;0;0;0;0;0;0;0;0,055243331;416,7060108;32161111,3
2300905002;3;1;0;0;0;0;0;0;1,950630642;164,6462683;22443253,77
1402102034;0;0;0;0;0;0;0;0;100;40,20633054;21070,32757
4107501003;0;0;0;0;0;0;0;0;60,11942305;24,97455313;290315,1787
2105203002;1;0;0;0;0;0;0;0;35,18712134;5,240866973;8073000,507
406201003;1;1;0;0;0;0;0;0;43,89867582;43,98667749;416001,2078
1101209004;0;0;0;0;0;0;0;0;100;32,27196223;16228,18931
2901504001;3;1;2;0;0;0;2;0;1,011950303;171,3382679;426480295,4
1405002001;0;0;0;0;0;0;0;0;1,005914969;165,7754352;12412924,36
1100701001;2;0;0;0;0;0;0;0;73,44095097;49,72870929;107784,5765
2906709071;0;0;0;0;0;0;0;0;100;40,1864253;6575,468242
2103502003;1;0;0;0;0;0;0;0;100;29,42649738;122091,7977
1808703018;0;0;0;0;0;0;0;0;81,81365045;50,25788914;34123,79498
2104301002;1;2;0;0;0;0;0;0;2,813654963;83,80560714;14376455,99
4109101052;0;0;0;0;0;0;0;0;100;48,29394632;32592,9187
2900701001;0;1;0;0;0;0;1;0;52,77631413;76,76030717;203346,7776
1404302001;0;0;0;0;0;0;0;0;0,242803159;290,4601301;272936813,8
2900101003;2;0;0;0;0;0;0;0;0,800253878;82,74189867;64465952,92
4109104003;0;0;0;0;0;0;0;0;100;34,90787968;21150,21215
4100102001;0;0;0;0;0;0;0;0;37,95041954;43,12591609;260956,016
401306010;0;0;0;0;0;0;0;0;100;35,73992795;41661,64014
2305503002;0;0;0;0;0;0;0;0;68,00050609;58,31835327;196585,732
1102802001;0;0;0;0;0;0;0;0;100;29,33921443;59017,41201
2906702041;0;0;0;0;0;0;0;0;12,52378592;60,47231814;3162012,556
1808901011;2;0;1;0;0;0;0;0;0,41044133;506,8186687;34698328,78
2390501001;0;1;0;0;0;0;0;0;40,54923555;40,89018161;625363,9012
1102801005;1;0;0;0;0;0;0;0;100;31,21416702;71024,60109
2107203004;1;0;0;0;0;0;0;0;2,096511038;61,49102204;10303169,07
1102701021;1;0;0;0;0;0;0;0;100;25,75952359;99877,80115
2302501003;0;1;0;0;0;0;0;0;95,09050674;26,66011825;185241,1112
4103804005;1;1;0;0;0;0;0;0;89,30853067;40,78223157;369698,4007
2906701004;1;0;0;0;0;0;0;0;72,48954685;51,44198183;607833,6734
1402106001;0;0;0;0;0;0;0;1;100;32,84367881;63003,61044
2104104008;0;0;0;0;0;0;0;0;100;14,28877293;128209,7092
1102901002;0;0;0;0;0;0;0;0;47,75902042;34,84558223;109482,7826
2104702001;4;1;0;0;0;0;0;0;1,076048859;209,415285;25512920,61
1103801011;2;0;0;0;0;0;0;0;0,322102021;454,6808909;68604828,25
4105601002;0;0;0;0;1;0;0;0;31,85174619;54,33394019;724423,3869
1190101001;0;0;0;0;1;0;0;0;98,09530061;30,55797122;67365,66491
4109102099;0;0;0;0;0;0;0;0;100;37,19792118;42489,14122
4103905001;0;0;0;1;0;0;0;0;100;22,87796865;75923,21189
1407302001;7;1;0;0;0;0;0;0;0,274455987;238,7944643;455854630
4109105071;1;0;0;0;0;0;0;0;100;20,51016675;148327,2369
2906706023;0;0;0;0;0;0;0;0;100;54,55176881;20625,62476
1103305001;2;0;0;0;0;0;0;0;21,74254264;22,03001837;22355889,14
1402106028;0;0;0;0;0;0;0;0;100;46,89730697;66269,37912
2906707060;0;1;0;0;0;0;0;0;100;13,73636372;78210,36456
1100401023;0;0;0;0;0;0;0;0;28,96362426;82,3337019;253576,5389
4109301006;4;1;0;0;0;0;2;0;100,0000007;31,35166274;453673,1992
4109102111;0;0;0;0;0;0;0;0;100;39,66443285;31666,43556
4103805015;9;1;0;0;0;0;0;0;87,93196977;30,93280733;1325208,192
2303201001;2;2;0;0;0;0;0;0;0,836167481;94,87861262;25476868,66
4109103048;0;0;0;0;0;0;0;0;100;17,39314581;30966,40676
2906708041;0;0;0;0;0;0;0;0;100;38,14704028;58202,23429
2305003003;0;0;0;0;0;0;0;0;35,96808096;67,52027104;131708,378
4109102100;0;0;0;0;0;0;0;0;100;12,96636486;24837,5007
1402101014;0;0;0;0;0;0;0;0;100;35,11632147;21522,54968
1890201001;8;3;0;0;0;0;0;0;0;0;25822364,9
2906707018;0;0;1;0;0;1;0;0;100;27,15951083;131841,8007
404502001;1;0;0;0;0;0;0;0;23,67199463;107,8560372;189731,3593
2900501002;1;1;0;0;0;0;0;0;0;0;3445724,221
4109105048;0;0;0;0;0;0;0;0;100;24,08282407;117677,4763
400602002;0;0;0;0;0;0;0;0;3,308865373;553,2499675;349995,0111
4109106057;0;0;0;0;0;0;0;0;100;30,96623394;22088,03004
4109106017;1;0;0;0;0;0;0;0;99,34123472;34,19927455;90704,40001
2906707001;0;0;0;0;0;0;0;0;100;41,95079652;56549,35304
2309601001;2;0;0;0;0;0;0;0;24,69544041;61,2034695;565765,9852
2104107015;0;0;0;0;0;0;0;0;99,99998938;26,59662236;30587,91807
1808702031;2;0;0;0;0;0;0;0;100;33,92465379;69695,41628
1407501001;1;1;0;0;0;0;0;0;0;0;42293313,6
2906710039;0;0;0;0;0;0;0;0;100;31,81158744;14949,94391
4109104033;0;0;0;0;0;0;0;0;100;22,21330941;64755,239
1403901001;3;0;0;0;0;0;0;0;0,134590495;914,7126382;140083850,9
4101001002;10;0;0;0;0;0;0;0;15,40489307;29,76355623;13990507,23
2903401001;1;1;0;0;0;0;0;0;0;0;33194291,98
2104103009;0;0;0;0;0;0;0;0;100;20,59468315;63770,07303
2309901001;1;1;0;0;0;0;0;0;68,99912926;40,25021668;172857,9879
1103003003;3;0;0;0;1;0;0;0;13,74310185;26,54330878;80928037,1
1405302004;0;0;0;0;0;0;0;0;11,07878092;313,5092415;62865,94313
401307035;0;0;0;0;0;0;0;0;100;41,06285072;70578,46324
1404304003;1;0;0;0;0;0;0;0;1,289690599;106,2905044;71537985,59
4109104029;0;0;0;0;0;0;0;0;99,99998066;65,15632757;19072,94464
1100401019;0;0;0;0;0;0;0;0;47,30673544;29,03030199;1704515,344
2101303002;0;0;0;0;0;0;0;0;35,92275554;56,06203841;416598,7159
4109601002;2;1;0;0;0;0;0;0;3,334801328;88,01166263;11955402,47
2908001003;0;1;0;0;0;0;0;0;11,89020417;93,5599907;424894,9266
4106002002;1;0;0;0;0;0;1;0;92,29374664;18,64710884;596836,3672
1402105004;2;0;0;0;0;0;3;0;2,265048337;39,17637055;361875424,6
4190301003;0;0;0;0;0;0;0;0;4,700719369;72,14613471;5777861,862
2309205001;0;4;0;0;0;0;0;0;0,285684785;321,6149777;400375154,7
1402105011;0;0;0;0;0;0;2;0;95,78615653;43,66195059;326123,7317
4109104002;0;0;0;0;0;0;0;0;100,0000367;16,95512451;16810,62404
4102102005;0;0;0;0;0;0;0;0;100;38,82491582;24186,01854
1103106008;4;0;0;0;0;0;0;0;75,20955439;34,8663013;296109,9829
2904201002;1;0;0;0;0;0;0;0;62,80476127;56,08470803;58384,26432
409901002;0;0;0;0;0;0;0;0;13,0982936;51,14571813;953895,5935
1405601001;0;0;0;0;0;0;0;0;3,722548748;34,7632628;31882000,21
1102002006;0;0;0;0;0;0;0;0;100;37,04294212;63718,84401
2906707078;0;0;0;0;0;0;0;0;100;25,7812312;25718,74033
1808901010;0;0;0;0;0;0;0;1;17,94836601;260,8504698;66440,3777
2306003005;0;0;0;0;0;0;0;0;69,37258671;21,04659086;1708576,657
2301501001;0;1;0;0;0;0;0;0;0;0;89855,33985
1402104002;0;0;0;0;0;0;0;0;100;28,053344;71493,56331
2104403002;2;0;0;0;0;0;0;0;1,238494273;202,3553754;22262487,42
1100404002;2;0;0;0;0;0;0;0;99,99999991;22,13669947;161834,6087
1101701003;1;0;0;0;0;0;0;0;0,185668112;395,7752517;62729487,09
1102202001;0;0;0;0;0;0;0;0;79,71442486;21,18066718;170274,946
1102003010;0;0;0;0;0;0;0;0;99,99999855;23,27683194;109484,7443
1806901001;3;1;0;0;0;0;0;0;0;0;78524439,84
4109105036;2;0;0;0;0;0;0;0;99,99999578;21,47572341;76113,97739
407801001;4;1;0;0;0;0;0;0;0;0;36376931,09
4106501005;0;0;0;0;0;0;0;0;99,99999882;17,01927622;251628,3305
1402110005;0;0;0;0;0;0;0;0;100;42,54842643;34215,76513
1102201002;0;0;0;0;0;0;0;0;100;38,18499653;98297,01237
4100702006;1;0;0;0;0;0;0;0;100;17,56749437;72439,93004
4103804007;0;0;0;0;0;0;0;0;100;27,57652586;322167,0472
1406701001;0;1;0;0;0;0;0;0;87,73174843;27,69556398;160882,6666
1101201005;0;0;0;0;0;0;0;0;65,5828294;64,28042606;32228,20807
4110201002;2;0;0;0;0;0;1;0;84,81964335;27,33339164;453984,5075
4104901005;1;1;0;0;0;0;0;0;45,45751588;66,61806122;380059,7364
2906902002;0;0;0;0;0;0;0;0;100;41,31723936;32313,27754
2906707082;0;1;0;0;0;0;0;0;92,66235574;27,99615357;284328,9855
2102001001;2;1;0;0;0;0;0;0;0;0;34824549,93
1102004001;0;0;1;0;0;0;0;0;99,99999849;26,08589972;151620,2704
1402110003;0;0;0;1;0;0;0;0;100;33,74045985;80576,13443
1818201002;2;2;0;0;0;0;0;0;0,9919414;124,8915438;16654960,81
1401901001;0;0;0;0;0;0;0;0;96,77501149;16,62854016;136587,4104
1814002003;0;0;0;0;0;0;0;0;100;31,89351741;84569,16834
1102205002;0;0;0;0;0;0;0;0;100;9,93890072;65121,62915
4103805004;0;0;0;0;0;0;0;0;90,69971355;30,54039667;81323,23831
1403503002;0;1;0;0;1;0;0;0;85,06411544;17,41631745;604764,7361
1405701003;1;0;0;0;0;0;0;0;98,659516;20,69149045;210276,0368
2906706044;0;0;0;0;0;0;0;0;99,99751442;19,82027114;63153,92712
401305010;0;0;0;0;0;0;0;0;100;39,5625707;36139,54751
1800301007;0;1;0;0;0;0;0;0;99,87507973;34,22071413;91685,48508
2303501001;2;1;0;0;0;0;0;0;0,9076431;118,2993423;35066007,83
2908405004;0;0;0;0;1;0;0;0;99,99999919;27,425602;115403,8517
1102006010;0;0;0;0;0;0;0;0;100;18,32154362;32109,17072
1808702038;0;1;1;0;0;0;0;0;100;52,68893243;29234,74045
4100404012;1;0;0;0;0;0;0;0;46,73745;69,227905;14109,73353
4103901007;0;0;0;0;0;0;0;0;44,6189621;23,82630132;353100,6017
2107202001;0;0;0;0;0;0;0;0;100;27,13239239;106341,5784
4109101037;0;0;0;0;0;0;0;0;99,99999838;60,00866351;238678,312
4103803004;3;0;0;0;0;0;0;0;100;22,3622287;177001,2196
2300503008;0;0;0;0;0;0;0;0;57,43392785;38,0140871;179722,1349
4103805008;7;0;0;0;0;0;0;0;100;27,63988029;335919,2853
2901701001;0;0;0;0;0;0;0;0;23,76395362;95,24833506;96984,02358
1402110037;0;0;0;0;0;0;0;0;100;18,19418012;69106,05173
1808704002;0;0;0;0;0;0;0;0;100;48,52084044;80606,27103
4101104002;0;1;0;0;0;0;0;0;3,010180759;35,58212292;69188211,86
2106001006;0;0;0;0;0;0;0;0;18,92100183;77,03214812;122506,9406
2900701012;2;0;0;0;0;0;1;0;45,27928304;21,49658522;2336581,649
4109105003;0;0;0;0;0;0;0;0;100;33,70228796;104889,6072
4109101010;0;0;0;0;0;0;0;0;79,63799995;39,70102854;161721,1477
2303901002;0;0;0;0;0;0;0;0;0,396863728;222,5897479;52336374,5
4109101022;0;0;0;0;0;0;0;0;100;39,0277838;56059,84315
2905101006;0;0;0;0;0;0;0;0;100;42,2571533;42420,06365
1100702002;0;0;0;0;0;0;0;0;100;41,06117172;37391,1086
4109105002;0;0;0;0;0;0;0;0;100;42,3886074;24113,62055
1813501002;0;0;0;0;0;0;0;0;24,74382251;38,84267223;358452,0905
401306005;1;0;0;0;0;0;0;0;90,17665323;31,90379398;306531,1797
1103801004;0;0;0;0;0;0;0;0;100;38,40076726;63989,47322
1808707007;0;0;0;0;0;0;0;0;100;59,65271398;22407,01244
2906708031;0;0;0;0;0;0;0;0;55,5073335;30,10832787;329274,8234
1401601001;3;1;0;0;0;0;0;0;6,413662588;223,1699977;1310902,792
4109801003;0;0;0;0;0;0;0;0;3,627960352;325,9528788;941604,4334
1101504003;0;0;0;0;0;0;0;0;81,39009889;37,18501555;222348,8415
490201012;9;1;0;0;0;0;0;0;2,788991559;88,43549756;16177202,11
1402106032;0;0;0;0;0;0;0;0;100;34,00365967;44277,04791
2101702002;1;1;0;0;0;0;0;0;83,2243593;3,316031262;519491,027
2309201002;0;0;0;0;0;0;0;0;84,88546192;20,10527494;333859,6903
2906709011;0;0;0;0;0;0;0;0;100;33,15878852;32280,97581
1802301007;0;0;0;0;0;0;0;0;99,69779926;28,38358819;68544,88159
4109104044;0;0;0;0;0;0;0;0;100;42,58226856;17810,55496
406501001;2;1;0;0;0;0;0;0;0;0;80695351,47
4109101049;0;0;0;0;0;0;0;0;100;29,33003897;38646,12981
2908801002;1;1;0;0;0;0;0;0;1,090608832;92,83841477;57870599,68
1808706020;0;0;0;0;0;0;0;0;100;32,98450048;155213,3302
2909401003;0;0;0;0;0;0;0;0;5,307934826;141,1624936;4514777,884
409101001;1;1;0;0;0;0;0;0;0;0;15706414,71
4106505001;1;0;0;0;0;0;0;0;0,394095066;158,2504533;426019171,2
2105002001;0;0;0;0;0;0;1;0;79,13753717;45,28644615;145055,6362
1103501002;0;0;0;0;0;0;0;0;58,94583082;48,60704207;112949,0979
4108401001;1;1;0;0;0;0;0;0;6,322411879;47,73850476;11726849,3
4102104002;1;1;0;0;0;0;0;0;65,70076206;39,71677436;246402,4327
1103105005;0;1;0;0;0;0;0;0;100;33,71510723;73980,67248
2906706009;0;0;0;0;0;0;0;0;100;62,08900598;125429,3567
400302003;0;0;0;0;0;0;0;0;44,44848362;77,36822683;136336,216
2906706038;0;0;0;0;0;0;0;0;100;81,42035747;22806,36918
1102402002;0;0;0;0;0;0;0;0;0,384927402;312,6133438;52031327,6
1102804001;26;1;0;0;0;0;1;0;2,613167937;93,00077314;85237982,02
2906710051;0;0;0;0;0;0;0;0;100;39,82395236;27726,83007
2906702040;0;0;0;0;0;0;0;0;100,0000007;18,88484415;58619,05851
1100101001;0;0;0;0;0;0;0;0;19,94957891;76,42799635;571974,7365
1102602001;0;0;0;0;0;0;0;0;43,19388768;52,09867715;240064,6948
2300301005;0;0;0;0;0;0;0;0;24,29515312;64,34382706;449871,5471
1808704003;0;0;0;0;0;0;0;0;59,28761184;42,16301507;375256,4012
1402102035;0;0;0;0;0;0;0;0;100;45,18782622;17252,82935
2908001001;2;0;0;0;0;0;0;0;30,78027473;26,24687964;1319803,796
1101204006;0;0;0;0;0;0;0;0;100;49,81661323;35274,55246
1405502004;0;0;0;0;0;0;0;0;98,49464155;25,26242331;112269,3087
2306001002;0;0;0;0;0;0;0;0;72,87010463;43,18272183;85308,683
4109105029;8;2;4;0;0;0;2;0;37,19036326;29,64481032;10889179,81
4103804011;8;0;0;0;0;0;4;0;95,72972639;29,67902703;882069,7194
1102005002;0;0;0;0;0;1;0;0;82,36705261;37,31990071;283557,2245
1406001002;6;1;0;0;0;0;0;0;5,568976531;13,52464255;22934710,5
4103202001;1;1;0;0;0;0;0;0;82,35681613;41,90051958;132404,0686
1817501001;2;0;0;0;0;0;0;1;41,99918842;32,60356744;523445,3564
401304003;0;0;0;0;0;0;0;0;100;31,51517563;40947,01082
4101101001;0;0;0;0;0;0;0;0;100;27,11556547;89390,35443
2906901026;0;0;0;0;0;0;0;0;100;22,1208164;56023,26688
406201001;4;0;0;0;0;0;0;0;21,11848098;4,492281321;43055696,48
1402302001;2;0;0;0;0;0;0;0;3,415878057;99,81482012;6287041,094
2907601001;2;1;0;0;0;0;0;0;0,098134715;2338,020931;85910930,73
404701001;2;0;0;0;0;0;0;0;11,35127282;89,34033504;479435,1462
1102003001;0;0;0;0;0;0;0;0;70,40010862;19,53773247;506224,2529
1808901001;1;0;0;0;0;0;0;0;99,46784019;41,21569407;122211,595
1402106035;0;0;0;0;0;0;0;0;100,0000018;15,25273736;68459,97122
1102403001;0;0;0;1;0;0;0;0;0,000962478;96852,66356;79655746,68
4100402003;0;0;0;0;0;0;0;0;95,7966843;28,31714378;162099,16
1808901007;0;0;0;0;1;0;0;0;0,057494568;3013,455427;31359782,02
401307001;0;0;0;0;0;0;0;0;100;30,72636081;42570,03343
2906702031;2;1;0;0;0;0;0;0;0;0;94921404,53
2306003006;0;0;0;0;0;0;0;1;100;15,53614151;228270,9603
4109105075;4;0;1;0;0;0;0;0;85,24034512;29,8532534;695384,8854
1801201003;0;0;0;0;0;0;0;0;0;0;25198636,66
490201009;0;0;0;0;0;0;1;0;3,95023736;57,31187655;16476784,26
401306019;0;0;0;0;0;0;0;0;11,9201552;110,2277647;791158,0542
4102002006;0;1;0;0;0;0;0;0;88,61439235;25,96346339;415022,0956
2906707002;0;0;0;0;0;0;0;0;100;30,85341279;18334,06881
1400202002;0;0;0;0;0;0;0;0;95,47046203;24,2617494;56253,0927
1102003015;0;0;0;0;0;0;0;0;99,99999733;20,01422751;119409,5474
1808702030;0;0;0;0;0;0;0;0;100;28,05255971;62442,54004
4101901002;3;0;0;0;0;0;0;0;100,0000004;42,77536074;221044,8542
4101602002;4;0;0;0;0;0;1;0;2,079850591;114,5357025;54949451,88
1808701017;0;0;0;0;0;0;0;0;14,20701184;71,0303745;1597977,76
2906708011;0;0;0;0;0;0;0;0;15,82836754;53,74709767;4228360,956
4107802002;0;0;0;0;0;0;0;0;0,190365488;365,6972498;153658611,1
4105201001;1;0;0;0;0;0;0;0;3,302584931;38,63733968;17336642,63
401305002;0;1;0;0;0;0;0;0;98,98050594;34,8544613;44881,98183
4106401001;0;0;0;0;0;0;0;0;47,75430111;31,64185913;483820,6677
1102803004;0;0;0;0;0;0;0;0;99,51109879;31,30407036;187470,7828
2904204001;0;0;0;0;0;0;0;0;1,554155618;171,5459121;39494795,98
2904203004;0;0;0;0;0;0;0;0;34,58890266;79,82454246;60864,36707
2902502011;2;0;0;0;0;0;0;0;100;35,18472313;47329,94827
1808702001;0;0;0;0;0;0;0;0;99,99999996;65,69186512;82419,98828
4103801006;0;0;0;0;0;0;0;0;95,89615971;14,88713589;278566,5748
2304501002;0;1;0;0;0;0;0;0;52,84735955;56,25047022;285053,0865
1405501002;0;0;0;0;0;0;0;0;71,14446709;39,99096597;105982,4573
4105801001;0;0;0;0;0;0;0;0;41,67548454;42,26690368;105585,2064
1890501001;12;2;0;0;0;0;0;0;12,19199071;26,01259245;32354047,09
2301803001;1;1;0;0;0;0;0;0;0;0;239924,596
1891301001;1;1;0;0;0;0;0;0;0;0;11332727,5
4110201003;2;1;0;0;0;0;0;0;58,40627702;58,68349895;201019,9255
1101402006;2;0;0;0;0;0;0;0;12,15239327;17,77653656;23368868,82
1814005005;5;1;0;0;0;0;0;0;0;0;9169344,747
2906702013;0;0;0;0;0;0;0;0;83,65945859;20,8608607;571779,717
1101207002;0;0;0;0;0;0;0;0;99,9999985;57,2391498;14350,69357
2990101017;0;0;0;0;0;0;2;0;100;27,5620954;72150,97268
4105302002;0;0;0;0;0;0;0;0;99,99999846;25,722559;101022,6901
2309303002;0;0;0;0;0;0;0;0;61,25637668;42,75221233;118535,6895
2908404002;0;0;0;0;0;0;0;0;0,916590768;213,3909124;62446171,49
2302401004;0;0;0;0;0;0;0;0;43,39003357;40,76623042;297367,3725
406001001;1;2;0;0;0;0;0;0;0;0;123122440,9
4109104019;0;0;0;0;0;0;0;0;100;34,03811985;39199,00653
2906710027;0;0;0;0;0;0;0;0;100;22,10269466;26426,2877
4107501001;6;1;0;0;0;0;0;0;44,28856141;29,26616681;2002710,246
1401802002;2;2;0;0;0;0;0;0;1,206172938;172,3250795;46041833,28
2906801002;0;1;0;0;0;0;0;0;16,38566544;47,53617457;3066260,708
1803601002;9;1;0;0;0;0;0;0;85,80735893;26,95887932;618727,6522
2305003007;0;0;0;0;0;0;0;0;100;26,51957149;16241,73333
1402110026;0;1;0;0;0;0;0;0;100;24,27832981;50190,64555
1802302004;0;0;0;1;0;0;0;0;57,14938901;41,10937077;249892,8431
1814901003;7;0;0;0;0;0;0;0;87,3821966;16,58816251;2893778,196
4109104059;0;0;0;0;0;0;0;0;100;45,10687728;105874,8884
1103801002;0;0;0;0;0;0;0;0;21,14955271;133,9006238;91123,26597
2306903001;0;0;0;0;0;0;0;0;100;21,00648255;91246,35361
2100602001;2;0;0;0;0;0;0;0;2,780326974;14,66106241;186296067,2
405201002;2;0;0;0;0;0;0;0;5,733400558;52,7980527;13027486,77
1101501006;0;0;0;0;0;0;0;0;60,89510597;53,55775641;176276,6599
4108702003;9;0;0;0;0;0;0;0;2,335719164;102,1923314;133718713,4
1407401001;0;0;0;0;0;0;0;0;7,012350957;184,9626375;248388,0496
1102006014;0;0;0;0;0;0;0;0;100;27,40343746;48239,88631
4100404015;1;1;0;0;0;0;0;0;100;30,98827321;125435,1743
4102405002;0;0;0;0;0;0;0;0;100;23,08161585;102897,0548
1102303001;0;0;0;0;0;0;0;0;95,33684057;30,35856382;78030,32775
2902501002;15;1;0;0;0;0;0;0;26,9180689;35,08250217;13596088,66
4109105017;1;0;0;0;0;0;0;0;100;28,3462332;175558,7769
1402101004;0;0;0;0;0;0;0;0;100;41,63018097;16893,63956
2300602001;0;0;0;0;0;0;0;0;23,36420614;109,9732239;137053,1057
1101208011;0;0;0;0;0;0;0;0;30,02179262;80,06896818;53957,63282
4109103059;0;0;0;0;0;0;0;0;100,00001;42,71183788;28502,11522
4101801003;0;0;0;0;0;0;0;0;93,40740881;33,8012416;123259,2267
1102009007;0;3;0;0;0;0;0;0;3,544432732;41,13397009;87666235,11
405302002;0;0;0;0;0;0;0;0;73,66262376;76,3051615;414288,4919
1102101002;0;0;0;0;0;0;0;0;0,066839184;888,9608906;181601456,4
2309501001;0;0;0;0;0;0;0;0;100;32,12197013;89187,38715
4103304001;0;1;1;0;0;0;0;0;0,204690721;211,2585603;480869637,8
2104108005;0;0;0;0;0;0;0;0;100;8,111779875;81629,37884
1816401001;5;1;0;0;0;0;0;0;0;0;326731135,1
2104201001;2;0;0;0;0;0;0;0;0,392414176;537,1418324;27876856,65
2308601006;0;0;0;0;0;0;0;0;66,67120799;31,86949349;296806,821
1102701001;0;1;0;0;0;0;0;0;100;33,64587804;69964,96451
2906709052;0;0;0;0;0;0;0;0;100,0000006;46,7414034;56725,6896
2901202003;7;0;0;0;0;0;0;0;0;0;58197337,32
1400501003;0;0;0;0;0;0;0;0;99,99377583;26,56691262;85815,63805
4109102008;0;0;0;0;0;0;0;0;100;42,98393914;39863,25183
406601009;0;0;0;0;0;0;0;0;7,513640122;121,3389425;3374398,381
1102207001;0;0;0;0;0;0;0;0;14,47144155;40,76390772;13701228,56
2906708026;0;0;0;0;0;0;0;0;100;40,44502966;24063,01214
2102102001;0;0;0;0;0;0;0;0;91,36110151;27,35938829;335845,6611
4100701004;1;1;0;0;0;0;0;0;99,99999723;33,27958362;123615,4878
2906709026;0;0;0;0;0;0;0;0;100;42,79618875;12587,3111
1808702029;10;0;1;0;0;2;0;0;38,10196184;50,15075464;2193708,751
2905201001;1;1;0;0;0;0;0;0;0;0;20408423,5
2906707013;0;0;0;0;0;0;0;0;100;29,86718847;31077,27552
2906703003;0;0;0;0;0;0;0;0;100;38,10266125;74919,945
1805101001;2;0;0;0;0;0;0;0;0;0;207967,5223
4110101001;0;0;0;0;0;0;0;0;70,0501346;41,03447044;108463,6505
2104102006;0;0;0;0;0;0;0;0;100;28,09373696;49454,30011
1802301004;5;0;0;0;0;0;0;0;81,21402464;27,78736499;206895,0814
1102701029;0;0;0;0;0;0;0;0;52,02370646;57,80745373;143031,4558
1101502005;0;0;0;0;0;0;0;0;100;34,3092482;106674,7373
2103501001;0;0;0;0;0;0;0;0;96,25537938;22,78976614;130147,3925
4106702001;4;1;0;0;0;0;0;0;96,06418453;30,35745264;285275,0769
4105501005;1;0;0;0;0;0;0;0;53,83213144;16,19401214;399761,143
1100401012;0;0;0;0;0;0;0;0;65,87657277;35,27473259;263456,1487
2906709024;0;0;1;0;0;0;0;0;100;28,45687453;92440,90158
2906707076;0;0;0;0;0;0;0;0;72,21168707;37,17789927;232163,4264
2305901003;0;0;0;0;0;0;0;0;8,260656281;139,9159629;195628,2926
1101210021;0;0;0;0;0;0;0;0;100,0000048;30,39724327;35940,72915
4103601002;0;0;0;0;0;0;0;0;55,31535315;54,45753097;103487,3125
2906710009;0;0;0;0;0;0;0;0;100,0000005;34,21222617;34373,40309
1103201005;0;0;0;0;0;0;0;0;100;17,30707489;23878,98116
2105301001;2;1;0;0;0;0;0;0;66,41304978;40,42533852;189488,299
