Census Tract;Service area overall;Service area (pop-accounted);Total area;Portion overall;Portion pop-accounted
1103104002;0,058019151;0,058019151;0,058019151;100;100
1103104003;0,043667236;0,043631444;0,043667236;100;99,91803587
1103104004;0,130211411;0,130211411;0,130211411;100;100
1103104005;0,050281428;0,050281428;0,050281428;100;100
1103104006;0,06752449;0,06752449;0,06752449;100;100
1103105001;0,11511292;0,11511292;0,11511292;100;100
1103105002;0,034796187;0,034796187;0,034796187;100;100
1103105003;0,062670212;0,062670211;0,066185773;94,68834322;94,68834175
1103105004;0,073973642;0,072300905;0,083829748;88,24271076;86,24731252
1103105005;0,063800407;0,063796633;0,073980672;86,23929008;86,23418903
1103105006;0,11910696;0,11910696;0,11910696;100;100
1103105007;0,153948465;0,153948465;0,153948465;100;100
1103106001;0,087646684;0,087646684;0,087646684;100;100
1103106002;0,040158497;0,039743917;0,04783403;83,95382192;83,08711707
1103106003;0,027103708;0,023941852;0,036619798;74,01381063;65,37953121
1103106004;0,031146372;0,03114637;0,040567624;76,77642704;76,77642301
1103106005;0,047979785;0,046544483;0,059499169;80,6394199;78,22711532
1103106006;0,060653146;0,058040293;0,067517078;89,83378373;85,96386999
1103106007;0,684707245;0,28855382;12,19514626;5,614588221;2,366136608
1103106008;0,293562263;0,269360833;0,296109983;99,13960338;90,96648147
1103106009;0,06671607;0,06671607;0,06671607;100;100
1103106010;0,107241177;0,107241177;0,107241177;100;100
1103106011;0,073351766;0,073351766;0,073351766;100;100
1103106012;0,067282989;0,067282989;0,067282989;100;100
1103106013;0,040968357;0,040874151;0,040968357;100;99,7700525
1103106014;0,061746553;0,061334597;0,061746553;100;99,33282702
1103106015;0,083628658;0,083437362;0,087833712;95,21248309;94,9946897
1103106016;0,067964698;0,067964698;0,067964698;100;100
1103106017;0,248726437;0,248726437;0,248726437;100;100
1103106018;0,036924384;0,036924376;0,040718942;90,68110032;90,68107992
1103106019;0,048235006;0,048235006;0,048235006;100;100
1103106020;0,078838594;0,078838595;0,08172717;96,46558666;96,46558687
1103106021;0,075558961;0,075558961;0,075558961;100;100
1103106022;0,032446783;0,032446783;0,032446783;100;100
1103106023;0,070364201;0,070364201;0,070364201;100;100
1103106024;1,28389123;0,67866321;3,093310082;41,50541638;21,93970832
1103106025;0,074509033;0,074509033;0,074509033;100;100
1103106026;0,077930094;0,077930094;0,077930094;100;100
1103106027;1,950585221;0,799644112;1,950585221;100;40,99508719
1103201001;0,005118511;0,005118505;0,492766405;1,038729672;1,038728486
1103201003;2,775034534;1,189838774;2,79988758;99,11235558;42,49594813
1103201005;0,004727661;0,004727662;0,023878981;19,79841899;19,79842387
1103201006;0,109788818;0,109788816;0,11859298;92,57615196;92,57615079
1103201007;18,9034442;1,224119826;18,91572345;99,93508443;6,471440698
1103201008;18,91462812;0,873196385;19,02421687;99,42395134;4,589920263
1103201010;0,001805556;0,001805556;0,079125306;2,281894605;2,281894592
1103201013;0,021593137;0,021593136;0,057111125;37,80898536;37,80898303
1103201017;0,636474988;0,313952752;0,715613345;88,94118489;43,87184145
1103201018;0,000278058;0,000278058;0,133382877;0,208465739;0,208465771
1103202001;0,007522191;0,007522191;0,081604067;9,217912059;9,217911724
1103202002;0,155586476;0,103851411;0,474773068;32,77070372;21,87390529
1103202003;0,074614171;0,074614172;0,26981354;27,65397584;27,65397608
1103202004;0,497924945;0,404268382;2,077153476;23,97150481;19,4626149
1103202005;0,350130824;0,191367908;3,157174095;11,09000686;6,061366961
1103203001;0,094512013;0,094512009;0,110691888;85,38296208;85,38295845
1103203003;0,012917811;0,012917803;0,180746378;7,146926834;7,14692234
1103203004;0,012775156;0,012775158;0,532313374;2,399931456;2,39993181
1103203005;0,01428652;0,014286515;0,02931137;48,74053945;48,74052248
1103203006;0,010475736;0,010475735;0,16535991;6,335112458;6,335111844
1103204001;0,009097626;0,009097626;0,163016636;5,580795759;5,580795854
1103204002;0,034157432;0,034157431;0,188606267;18,11044377;18,11044336
1103205001;0,089496489;0,089496489;0,117829793;75,95404101;75,95404094
1103205002;0,018231881;0,018231883;0,034923269;52,20553828;52,20554377
1103205007;0,001258945;0,001258945;0,428266011;0,293963423;0,293963318
1103205009;0,002190791;0,00219079;0,470564276;0,465566735;0,465566572
1103205011;6,34596076;0;73,93634396;8,583005894;0
1103205012;0,008364401;0,008364398;0,035472782;23,57977106;23,57976393
1103301001;0,045411299;0,034098255;0,093293945;48,67550456;36,54926906
1103301002;0,009738357;0,005811274;0,316744416;3,074515797;1,834688755
1103302002;5,45012E-07;5,45028E-07;0,137001704;0,000397814;0,000397825
1103302003;2,379438062;0,223008395;74,08464182;3,211783176;0,301018388
1103303001;0,703088374;0,295731614;1,877827676;37,44158119;15,74860239
1103303002;0,07906279;0,028621347;4,371847624;1,80845255;0,654673933
1103305001;1,521528074;0,385907633;22,35588914;6,805938536;1,72620123
1103305002;5,425752625;0,965060812;18,88807277;28,72581386;5,109366234
1103305003;1,467814093;0,787142394;10,86918707;13,50435947;7,241961972
1103401001;12,14760008;1,843805185;55,93995089;21,71542857;3,296043625
1103401002;1,252816692;0,404648974;26,21554235;4,778908158;1,543546072
1103701001;0,217707571;0;10,41791984;2,089741273;0
1103701002;6,890538713;0,107400616;23,18458223;29,72034882;0,46324154
1103801003;0,012840893;0,012840893;0,075555918;16,99521758;16,99521749
1103801005;0,041404497;0,041404498;0,066805591;61,97759319;61,97759417
1103801006;0,044240871;0,04424087;0,075967322;58,23671293;58,2367118
1103801007;0,176656841;0,160520327;0,334908655;52,74776817;47,92958451
1103801008;0,062368919;0,062368919;0,172741115;36,10542806;36,10542788
1103801009;0,013121614;0,013121613;0,068146122;19,25511487;19,25511329
1103801010;0,019691879;0,01969188;0,048043415;40,98767523;40,98767728
1103801011;0,606935208;0,257616872;68,60482825;0,884682935;0,37550837
1103801012;0,007592902;0,007592902;0,113680987;6,679130667;6,67913103
1104001001;1,505189462;0,196731469;59,48195398;2,530497675;0,330741436
1104101001;0,586822905;0,245169488;0,586822905;100;41,77912723
1104101002;0,483408901;0,062725759;0,483408901;100;12,97571455
1104101003;208,8505596;1,756616902;208,8505596;100;0,841087955
1104102001;0,061805313;0,061805313;0,061805313;100;100
1104102002;0,482421723;0,482421723;0,482421723;100;100
1104102003;0,52613587;0,484795393;0,52613587;100;92,14262335
1104102004;0,862237431;0,427490714;0,862237431;100;49,57923404
1104102005;0,14131925;0,10625815;0,14131925;100;75,1901458
1104201001;27,75071637;0,519611124;72,50671932;38,27330298;0,71663858
1190201002;0,055084075;0;223,5527315;0,024640305;0
1400101003;0,34287311;0;334,2687601;0,102574081;0
1400201002;0,010931605;0,010931605;0,084566873;12,92658008;12,9265801
1400202001;0,014085951;0,012555169;4,062294326;0,346748646;0,309065969
1400202002;0,029358061;0,029358061;0,056253093;52,18923817;52,18923881
1400202003;4,192106383;0,355197136;4,315802972;97,13386849;8,230151793
1400202004;13,04165654;0,475618515;13,06236171;99,84148979;3,641137228
1400203001;65,76938236;0,196656354;121,9521993;53,93046025;0,161256915
1400203002;0,07981362;0,054351917;0,159754488;49,96017363;34,02215341
1400203003;21,22865916;0,451547981;22,43959271;94,60358498;2,012282428
1400301001;1,502985288;0,209595885;175,6058894;0,855885468;0,11935584
1400401001;6,043217106;0,894012078;33,35144851;18,11980401;2,680579458
1400402001;1,614691535;0,092360508;22,13439684;7,294942559;0,417271401
1400501005;0,741012565;0,147575444;68,3925036;1,083470448;0,215777221
1400703004;11,2787407;0;360,3697264;3,129769198;0
1400804001;0,042786294;0;355,1769808;0,012046472;0
1400901001;0,123387736;0,123387736;0,149663675;82,4433418;82,44334219
1400901002;0,002855186;0,002855183;0,386822767;0,738112219;0,738111534
1400902001;0,118748453;0,105754426;0,232407861;51,09485187;45,50380762
1400903001;70,98997432;1,148852326;206,6398091;34,35445214;0,555968538
1401003001;4,349099687;0,164634869;52,68757952;8,25450652;0,312473775
1401201002;0,102974292;0;48,81731391;0,210938054;0
1401301001;0,013585959;0,013585959;0,054659297;24,85571508;24,85571495
1401301002;0,009720146;0,009720146;0,488048727;1,991634431;1,991634271
1401301004;0,0085611;0,008561098;0,216141467;3,960877867;3,960876959
1401301005;0,165441362;0,165441364;0,417987853;39,5804234;39,58042378
1401301006;0,02252168;0,022521683;0,582046391;3,869396059;3,869396585
1401302001;0,018764102;0,018764105;0,079163177;23,70306906;23,70307182
1401302003;0,018821612;0,018821613;0,050559392;37,22673745;37,22673817
1401303001;0,036071721;0,036071721;0,036071721;100;100
1401303002;0,032633444;0,032633441;0,057433693;56,81933677;56,81933233
1401303003;0,259224748;0,22722303;0,259224748;100;87,65483705
1401303004;0,13319892;0,133198916;0,161599225;82,42546987;82,42546731
1401304001;126,7452073;2,978964573;226,2921677;56,00954225;1,316424074
1401501001;0,646578321;0;40,22457263;1,607421233;0
1401501002;0,264705093;0;39,47557287;0,670554153;0
1401701001;1,192361791;1,068313923;1,192361791;100;89,59645733
1401701002;0,328578182;0,132580687;0,328578182;100;40,34981449
1401701003;11,35878188;5,134638233;12,64001469;89,86367627;40,62209072
1401701004;1,044842233;0,603346028;1,044842233;100;57,74517999
1401702001;8,91717922;3,649889856;18,34302196;48,61346861;19,89797463
1401702002;13,5789827;4,172600068;14,13420705;96,07176864;29,52128869
1401703001;18,37000717;3,303832326;31,28062418;58,72647252;10,56191304
1401802001;0,036564593;0;0,465021906;7,862982944;0
1401802002;0,965273711;0;46,04183328;2,096514501;0
1401903001;36,97784755;0,570531885;218,6022063;16,91558753;0,260990909
1402101001;0,136119338;0,136119338;0,136119338;100;100
1402101002;0,03796613;0,03796613;0,03796613;100;100
1402101003;0,088421624;0,088421624;0,088421624;100;100
1402101004;0,01689364;0,01689364;0,01689364;100;100
1402101005;2,730483727;0,010099191;56,67265816;4,817991278;0,017820217
1402101006;0,044604755;0,044604755;0,044604755;100;100
1402101007;0,155888797;0,149883792;0,200865378;77,60859441;74,61902739
1402101008;0,269412533;0,159088931;2,12566557;12,67426715;7,484193827
1402101009;0,037305995;0,037305995;0,037305995;100;100
1402101010;0,172744778;0,172744778;0,172744778;100;100
1402101011;0,032240644;0,032240644;0,032240644;100;100
1402101012;0,516822817;0,391051101;1,227066576;42,11856366;31,86877621
1402101013;0,033847327;0,033847327;0,033847327;100;100
1402101014;0,02152255;0,02152255;0,02152255;100;100
1402101015;0,058000021;0,058000021;0,058000021;100;100
1402101016;0,002913959;0,002913956;0,519612648;0,560794452;0,560793891
1402101018;0,828666417;0,763363157;0,89840256;92,23776222;84,96894279
1402101019;0,494490469;0,494490461;0,921306862;53,6727218;53,67272099
1402101020;0,097327427;0,097327427;0,097327427;100;100
1402101021;0,027195585;0,027195585;0,027195585;100;100
1402101022;0,037001032;0,037001032;0,037001032;100;100
1402101023;0,061410845;0,061410845;0,061410845;100;100
1402101024;0,154897426;0,154897426;0,154897426;100;100
1402101025;0,022221241;0,022221241;0,022221241;100;100
1402101026;0,088769374;0,088769374;0,088769374;100;100
1402102001;0,064189111;0,064189111;0,064189111;100;100
1402102002;0,030043894;0,030043894;0,030043894;100;100
1402102003;0,030849353;0,030849353;0,030849353;100;100
1402102004;0,062168001;0,062168001;0,062168001;100;100
1402102005;0,025300705;0,025300705;0,025300705;100;100
1402102006;0,101058047;0,101058047;0,101058047;100;100
1402102007;0,021143095;0,021143095;0,021143095;100;100
1402102008;0,033355244;0,033355244;0,033355244;100;100
1402102009;0,057009291;0,057009291;0,057009291;100;100
1402102010;0,055150652;0,055150653;0,062983843;87,56317426;87,56317561
1402102011;0,115353566;0,115353566;0,115353566;100;100
1402102012;0,052128101;0,052128101;0,052128101;100;100
1402102013;0,030808348;0,030808348;0,030808348;100;100
1402102014;0,027881066;0,027881066;0,027881066;100;100
1402102015;0,029036481;0,029036481;0,029036481;100;100
1402102016;0,040919821;0,040919821;0,040919821;100;100
1402102017;0,09587526;0,079243085;0,11390741;84,16946735;69,56798125
1402102018;0,075251805;0,075251805;0,075251805;100;100
1402102019;0,075373421;0,025584828;0,147224683;51,19618519;17,37808316
1402102020;0,080341394;0,080341394;0,080341394;100;100
1402102021;24,89071869;0,249708398;143,5056113;17,34477033;0,174006016
1402102022;0,017053387;0,017053387;0,017053387;100;100
1402102023;0,030162224;0,030162224;0,030162224;100;100
1402102024;0,026363364;0,026363364;0,026363364;100;100
1402102025;0,032233124;0,032233124;0,032233124;100;100
1402102026;0,06165285;0,015213694;0,089804879;68,65200497;16,94083282
1402102027;0,031611747;0,002245619;0,073505841;43,00576219;3,055021652
1402102028;0,055829499;0,055829499;0,055829499;100;100
1402102029;0,023108078;0,023108078;0,023108078;100;100
1402102030;0,027235418;0,027235418;0,027235418;100;100
1402102031;0,055842114;0,055842114;0,055842114;100;100
1402102032;0,01229721;0,009463213;0,014679613;83,77067054;64,46500518
1402102033;0,099076381;0,09907638;0,147899427;66,9890228;66,98902188
1402102034;0,021070328;0,021070328;0,021070328;100;100
1402102035;0,017252829;0,017252829;0,017252829;100;100
1402102036;0,038578016;0,038578016;0,038578016;100;100
1402102037;0,027557119;0,027557118;0,031675322;86,99869993;86,99869903
1402102038;0,022155184;0,022155184;0,022155184;100;100
1402102039;0,021381156;0,021381156;0,021381156;100;100
1402102040;0,044618221;0,036696683;0,111515883;40,01064264;32,90713555
1402102041;0,055563828;0,001303014;0,114454836;48,5465098;1,138452287
1402103001;0,110044011;0,110044011;0,110044011;100;100
1402103002;0,086658357;0,086658357;0,086658357;100;100
1402104001;0,082095596;0,082095596;0,082095596;100;100
1402104002;0,071493563;0,071493563;0,071493563;100;100
1402104003;0,084255818;0,084255818;0,084255818;100;100
1402104004;0,05889916;0,05889916;0,05889916;100;100
1402105001;0,068646311;0,068646311;0,068646311;100;100
1402105002;0,034531633;0,034531633;0,034531633;100;100
1402105003;0,046428507;0,046428507;0,046428507;100;100
1402105004;15,9967748;1,674462725;361,8754246;4,4205198;0,462717999
1402105005;0,075652278;0,075652278;0,075652278;100;100
1402105006;0,072358768;0,072358768;0,072358768;100;100
1402105007;0,077073565;0,077073565;0,077073565;100;100
1402105008;0,054285527;0,054285527;0,054285527;100;100
1402105009;0,061747042;0,061747042;0,061747042;100;100
1402105010;0,024479566;0,024479566;0,024479566;100;100
1402105011;0,318584305;0,106789714;0,326123732;97,68816982;32,74515283
1402105012;0,066935215;0,066935215;0,066935215;100;100
1402105013;0,104754666;0,10433639;0,104754666;100;99,60070967
1402105014;0,134752375;0,134752375;0,134752375;100;100
1402105015;0,179531241;0,119652812;0,179531241;100;66,64734863
1402105016;22,70825603;0,751323676;60,70720523;37,40619576;1,237618621
1402105017;0,084655137;0,084655137;0,084655137;100;100
1402105018;0,102111019;0,102111019;0,102111019;100;100
1402105019;0,047044423;0,047044423;0,047044423;100;100
1402105020;0,021991935;0,021991935;0,021991935;100;100
1402105021;0,047132244;0,047132244;0,047132244;100;100
1402105022;0,161096403;0,161096403;0,161096403;100;100
1402105023;0,024100803;0,024100803;0,024100803;100;100
1402105024;0,092069322;0,08776348;0,092069322;100;95,32326095
1402105025;0,053955513;0,053955513;0,053955513;100;100
1402105026;0,524709501;0,299619516;0,531476272;98,72679726;56,3749564
1402105027;0,239708229;0,085945512;0,239708229;100;35,8542186
1402105028;0,069945858;0,069945858;0,069945858;100;100
1402105029;0,11596124;0,11596124;0,11596124;100;100
1402105030;0,022116501;0,022116501;0,022116501;100;100
1402106001;0,06300361;0,06300361;0,06300361;100;100
1402106002;0,07000041;0,07000041;0,07000041;100;100
1402106003;0,081447202;0,081447202;0,081447202;100;100
1402106004;0,077564057;0,077564057;0,077564057;100;100
1402106005;0,094444008;0,094444008;0,094444008;100;100
1402106006;0,114641352;0,114641352;0,114641352;100;100
1402106008;0,066525202;0,066525202;0,066525202;100;100
1402106009;0,107826036;0,107826036;0,107826036;100;100
1402106010;0,15380535;0,15380535;0,15380535;100;100
1402106011;0,109689153;0,109689153;0,109689153;100;100
1402106012;0,175587971;0,175587971;0,175587971;100;100
1402106013;0,021194361;0,021194361;0,021194361;100;100
1402106014;0,031076554;0,031076554;0,031076554;100;100
1402106015;0,058533713;0,058533713;0,058533713;100;100
1402106016;0,028662727;0,028662727;0,028662727;100;100
1402106017;0,071394512;0,071394512;0,071394512;100;100
1402106018;0,159661482;0,159661482;0,159661482;100;100
1402106019;0,184963514;0,166434755;0,205620501;89,95382911;80,94268523
1402106020;0,022590125;0,022590125;0,022590125;100;100
1402106021;0,064386812;0,064386812;0,064386812;100;100
1402106022;0,384163154;0,384163154;0,384163154;100;100
1402106023;0,430458463;0,430458467;0,491346648;87,60789655;87,60789748
1402106024;0,110985145;0,086168497;0,408618181;27,16108828;21,08777848
1402106025;4,770684677;0,987975874;161,6669458;2,95093388;0,611118042
1402106027;0,045435931;0,045435931;0,045435931;100;100
1402106028;0,066269379;0,066269379;0,066269379;100;100
1402106031;0,495744841;0,483062546;3,265395781;15,18176889;14,79338429
1402106032;0,044277048;0,044277048;0,044277048;100;100
1402106033;0,031940996;0,031940996;0,031940996;100;100
1402106035;0,068459971;0,068459971;0,068459971;100;100
1402106036;0,618697111;0,617359301;1,515401845;40,82726397;40,7389831
1402106038;0,383794335;0,383794336;0,482483346;79,54561294;79,54561317
1402107001;0,068616249;0,068616249;0,068616249;100;100
1402107002;0,074645266;0,074645266;0,074645266;100;100
1402107003;0,084053568;0,084053568;0,084053568;100;100
1402107004;0,044851315;0,044851315;0,044851315;100;100
1402107005;0,07290216;0,07290216;0,07290216;100;100
1402108001;0,058928659;0,058928659;0,058928659;100;100
1402108002;0,091247433;0,091247433;0,091247433;100;100
1402108003;0,104710867;0,104710867;0,104710867;100;100
1402108004;0,062941797;0,062941797;0,062941797;100;100
1402109001;0,261698776;0,261698776;0,261698776;100;100
1402109002;0,068235108;0,068235108;0,068235108;100;100
1402109003;6,950740076;0,38930124;395,4630701;1,757620522;0,09844187
1402109004;0,182077813;0,182077813;0,182077813;100;100
1402109005;0,046057662;0,046057662;0,046057662;100;100
1402109006;0,053966965;0,053966965;0,053966965;100;100
1402109007;0,218922785;0,184519823;0,218922785;100;84,28534421
1402109008;0,72800648;0,378208301;1,988179182;36,61674395;19,02284784
1402109009;0,327903583;0,177340266;0,327903583;100;54,08305209
1402109010;0,148089666;0,148089666;0,148089666;100;100
1402109011;0,023870462;0,023870462;0,023870462;100;100
1402109012;0,055974445;0,055974445;0,055974445;100;100
1402109013;0,130300148;0,130300114;0,130300148;100;99,99997369
1402109014;0,040411015;0,040411015;0,040411015;100;100
1402109015;0,064113759;0,064113759;0,064113759;100;100
1402109016;0,125440911;0,070560177;0,125440911;100;56,24973278
1402109017;0,146980388;0,071747085;0,146980388;100;48,81405308
1402109018;0,084878836;0,073730152;0,084878836;100;86,86517754
1402109021;0,23193124;0,118587395;0,23193124;100;51,13041029
1402109022;0,030156648;0,030156648;0,030156648;100;100
1402109023;0,228961411;0,202938951;0,228961411;100;88,63456501
1402109024;0,061501492;0,061501492;0,061501492;100;100
1402109025;0,055568022;0,055568022;0,055568022;100;100
1402109028;0,025507953;0,025507953;0,025507953;100;100
1402109029;0,033114655;0,033114655;0,033114655;100;100
1402109030;0,051649387;0,051649387;0,051649387;100;100
1402109031;0,027404491;0,027404491;0,027404491;100;100
1402109032;0,108306395;0,101495465;0,108306395;100;93,71142431
1402109033;0,068803994;0,068803994;0,068803994;100;100
1402109034;0,238198676;0,226825503;0,238198676;100;95,22534147
1402110001;0,166067652;0,166067652;0,166067652;100;100
1402110002;0,079385631;0,079385631;0,079385631;100;100
1402110003;0,080576134;0,080576134;0,080576134;100;100
1402110004;0,016998901;0,016998901;0,016998901;100;100
1402110005;0,034215765;0,034215765;0,034215765;100;100
1402110006;0,034926763;0,034926763;0,034926763;100;100
1402110007;0,029176517;0,029176517;0,029176517;100;100
1402110008;0,024522156;0,024522156;0,024522156;100;100
1402110009;0,047320129;0,047320129;0,047320129;100;100
1402110010;0,041321026;0,041321026;0,041321026;100;100
1402110011;0,013547463;0,013547463;0,013547463;100;100
1402110012;0,022641315;0,022641315;0,022641315;100;100
1402110013;0,01568015;0,01568015;0,01568015;100;100
1402110014;0,020818271;0,020818271;0,020818271;100;100
1402110015;0,019968979;0,019968979;0,019968979;100;100
1402110016;0,108463151;0,108463151;0,108463151;100;100
1402110017;0,393578819;0,266204613;0,473393105;83,13995602;56,23331024
1402110018;0,095494231;0,095494231;0,095494231;100;100
1402110019;0,052195267;0,052195272;0,230438617;22,65039949;22,65040155
1402110021;0,018286909;0,018286909;0,018286909;100;100
1402110022;0,990754022;0,396118302;4,690809957;21,12117163;8,444560873
1402110023;0,137962093;0,137962093;0,137962093;100;100
1402110024;0,425523669;0,174872222;3,992163144;10,65897495;4,380387668
1402110025;0,050143589;0,050143587;0,16002199;31,33543637;31,3354353
1402110026;0,017541172;0,017541168;0,050190646;34,94908719;34,94907897
1402110027;0,699112131;0,235709098;10,7852082;6,482138481;2,185484912
1402110028;1,099778171;0,394385059;4,151676441;26,48997788;9,499417027
1402110029;0,066386903;0,066386903;0,066386903;100;100
1402110030;0,645745216;0,128012642;9,830385671;6,568869598;1,302213834
1402110031;0,0198954;0,0198954;0,0198954;100;100
1402110032;0,034772864;0,034772864;0,034772864;100;100
1402110033;0,065584694;0,065584694;0,065584694;100;100
1402110035;0,087268894;0,087268894;0,087268894;100;100
1402110036;0,068417548;0,068417548;0,068417548;100;100
1402110038;0,080948623;0,080948623;0,080948623;100;100
1402110041;0,446040725;0,148198889;6,238649066;7,149636406;2,375496473
1402110042;0,068210987;0,068210987;0,068210987;100;100
1402201001;1,668757566;0,403029524;14,88690462;11,20956712;2,707275514
1402202001;0,02524369;0,025243689;0,106275555;23,75305448;23,75305294
1402202002;0,003231377;0,003231377;0,109416011;2,953294014;2,953294187
1402303001;0,809959347;0;105,6303816;0,766786349;0
1402401001;2,218338927;0,311801212;9,533628465;23,2685691;3,270540832
1402402001;1,855882242;0,120236275;24,66864096;7,523244775;0,487405346
1402503001;16,76619602;0,049732347;36,57138942;45,84511632;0,135987032
1402602001;12,73990831;0,197629934;436,5948841;2,918015939;0,045266205
1402702002;1,339672507;0,547247542;9,433944056;14,20055599;5,800835145
1402801001;0,361966672;0,184205039;7,830479756;4,622535058;2,35241064
1402901001;1,81295201;0,408660001;106,1120833;1,708525509;0,38512108
1402902001;51,50480271;0,995279137;62,9030605;81,87964513;1,582242786
1402903001;20,06868096;0,185956347;237,5482573;8,448254339;0,078281503
1402904001;75,79977068;0,792001631;185,0531544;40,96108003;0,42798602
1403001001;1,853635406;0,863589482;7,428245504;24,95387915;11,62575311
1403001002;5,34659012;1,180137771;9,797762181;54,56950293;12,04497261
1403001003;1,2096543;0,008169704;19,6497145;6,156090971;0,041576705
1403001004;0,068089275;0;13,93916085;0,488474703;0
1403001005;0,161921552;0,159665301;0,161921552;100;98,60657808
1403002002;8,112581511;1,304722666;9,013494435;90,00484296;14,47521464
1403101001;0,61813001;0,205392802;23,65124861;2,613519566;0,868422657
1403201001;0,597567763;0;56,16140534;1,064018537;0
1403301001;3,324049495;0,505383009;72,36531899;4,593428927;0,698377366
1403401001;0,210299579;0;67,26473828;0,312644611;0
1403501001;8,421866028;0,077319957;294,9113559;2,855727954;0,026218033
1403503001;0,059179126;0,059179117;0,165884295;35,67494221;35,6749368
1403503002;0,369649095;0,334922789;0,604764736;61,12279253;55,38067433
1403503003;0,055184093;0,055184095;0,368931719;14,95780651;14,95780707
1403504001;0,998469607;0,050632655;89,91986914;1,11039931;0,05630864
1403504002;1,699291446;0,200316509;145,4516138;1,168286416;0,137720376
1403601002;0,841725455;0,050851985;151,7909928;0,55452925;0,033501319
1403602002;2,152968303;0;756,7096756;0,284517084;0
1403701001;0,116324786;0,054312812;0,376317827;30,91131421;14,43269699
1403702001;10,75584553;0,538982948;54,02993704;19,90719611;0,997563531
1403703001;0,844413021;0,320285774;53,3308483;1,583348189;0,60056381
1403703002;0,015387712;4,20175E-05;28,27003442;0,054431175;0,000148629
1403801003;0,000192837;0,000192837;0,095431012;0,20206991;0,202069261
1403801004;0,102712465;0,102712453;0,159521485;64,38785627;64,3878492
1403802002;0,105256131;0,020767984;0,52605329;20,00864413;3,947885961
1403802005;0,235430926;0,157154957;0,526518836;44,7146256;29,84792681
1403803001;0,169736044;0,154613595;1,102484362;15,39577792;14,02410777
1403803005;0,001032895;0,001032895;0,172554919;0,598589334;0,598588965
1403804001;49,6459258;1,830238104;267,0134593;18,59304244;0,685447883
1403805001;73,96740197;2,011446296;74,12933771;99,78154973;2,713428122
1403805002;2,580022348;0,746556729;5,615131262;45,94767652;13,29544572
1404001001;1,030199554;0,072986488;9,423114671;10,93268617;0,774547385
1404002001;0,013748402;0,0137484;0,119821146;11,47410311;11,47410123
1404002002;1,160439601;0,102842797;24,10772008;4,813560127;0,426596942
1404101001;0,356468788;0,116378513;2,459372442;14,49429872;4,732041024
1404102001;20,37133631;0,494536881;22,13946575;92,01367614;2,233734486
1404102002;0,218662743;0;33,36924432;0,655282274;0
1404201001;0,054408422;0,054408422;0,054408422;100;100
1404201002;0,089789387;0,089789387;0,089789387;100;100
1404201003;0,051279792;0,051279792;0,051279792;100;100
1404202001;0,069081432;0,069081432;0,069081432;100;100
1404202002;0,053502924;0,053502924;0,053502924;100;100
1404202003;0,240183616;0,230337554;0,240183616;100;95,90061069
1404202004;0,196105115;0,172888311;0,196105115;100;88,1610414
1404203001;0,089468713;0,089468713;0,089468713;100;100
1404203002;0,102739689;0,102739689;0,102739689;100;100
1404203003;0,221820482;0,221108207;0,221820482;100;99,67889593
1404203004;0,203438173;0,162978468;0,203438173;100;80,11203883
1404203005;0,079362962;0,077849152;0,079362962;100;98,09254822
1404204001;0,11168139;0,11168139;0,11168139;100;100
1404204002;84,72624353;3,578883696;139,3309282;60,80935842;2,568621154
1404204003;0,16091832;0,122779405;0,16091832;100;76,29920884
1404204004;0,266535458;0,21923037;0,266535458;100;82,25185949
1404205001;27,14231368;3,797505847;27,14231368;100;13,99109115
1404301002;0,013543703;0,013543703;0,1863368;7,268399462;7,268399664
1404302001;44,36829876;2,350893096;272,9368138;16,25588653;0,861332359
1404304001;0,368616348;0,007028468;240,529887;0,153251786;0,002922077
1404304003;10,47436567;0,155589645;71,53798559;14,64168384;0,217492349
1404401001;32,81896386;1,935596865;32,81896386;100;5,897800044
1404501001;1,639519031;0,440167784;1,639519031;100;26,84737269
1404501002;13,37965988;0,69069427;13,37965988;100;5,162270758
1404501003;4,518913628;0,560433825;4,518913628;100;12,4019592
1404601001;36,61505871;0,505185015;68,53720239;53,42362605;0,737096054
1404601002;0,068782911;0,066701056;0,129009965;53,31596767;51,70225133
1404602001;0,163678246;0,163678245;0,236917479;69,08660628;69,08660565
1404602002;0,078202767;0,07082161;0,25341084;30,86007159;27,94734841
1404701002;0,086749569;0,008264418;214,4438935;0,040453271;0,003853884
1405001001;0,622074765;0,17826191;11,03556112;5,637001675;1,615340696
1405002001;0,252696934;0,010324597;12,41292436;2,035756661;0,083176184
1405101001;3,341787032;0,136405392;87,18671432;3,832908556;0,156452038
1405102001;1,231396304;0;34,43360329;3,576147097;0
1405201001;0,077591955;0,077591955;0,077591955;100;100
1405201002;0,052741992;0,052565811;0,052741992;100;99,6659573
1405201003;0,223205382;0,072847859;0,223205382;100;32,63714267
1405201004;0,199956698;0,199956698;0,199956698;100;100
1405201005;0,909673801;0,474432112;0,909673801;100;52,15409216
1405201006;0,342806356;0,247586174;0,342806356;100;72,22333246
1405202001;0,120960636;0,120960636;0,120960636;100;100
1405202002;0,216808416;0,13977655;0,216808416;100;64,470076
1405202003;0,09487142;0,061325097;0,09487142;100;64,64022318
1405202004;0,096707756;0,074933549;0,096707756;100;77,48452836
1405203001;0,588105225;0,072653747;1,405613575;41,83975134;5,168827931
