Census Tract;Service area overall;Service area (pop-accounted);Total area;Portion overall;Portion pop-accounted
2305001001;0,037589524;0,037589524;0,037589524;100;100
2305001002;0,050065019;0,050065019;0,050065019;100;100
2305001003;0,046763856;0,046763856;0,046763856;100;100
2305001004;0,045598263;0,044986036;0,051370649;88,76326079;87,57147724
2305001005;0,047568501;0,047568501;0,047568501;100;100
2305001006;0,117221721;0,117221721;0,117221721;100;100
2305001007;3,255776333;0,074523261;68,46380864;4,755470661;0,108850591
2305001008;0,042212883;0,042212883;0,042212883;100;100
2305002001;0,040275406;0,040275406;0,040275406;100;100
2305002002;0,02479368;0,02479368;0,02479368;100;100
2305002003;16,22004501;1,401919366;33,75132672;48,05750345;4,153671876
2305002004;0,031521466;0,031521466;0,031521466;100;100
2305002005;0,02302742;0,02302742;0,02302742;100;100
2305002006;0,048785317;0,048785317;0,048785317;100;100
2305002007;0,037069867;0,037069867;0,037069867;100;100
2305003001;0,054634143;0,052944563;0,054634143;100;96,90746586
2305003002;0,109109737;0,04286712;0,109109737;100;39,28807921
2305003003;0,131708378;0,054046782;0,131708378;100;41,03518922
2305003004;0,016615107;0,016615107;0,016615107;100;100
2305003005;0,030451477;0,030451477;0,030451477;100;100
2305003006;14,51555508;1,26344513;97,76045842;14,84808409;1,292388713
2305003007;0,016241733;0,016241733;0,016241733;100;100
2305003008;0,061266363;0,058511994;0,061266363;100;95,50427253
2305003009;0,077913679;0,077913679;0,077913679;100;100
2305003010;0,068859213;0,068859213;0,068859213;100;100
2305003011;0,018620375;0,018620375;0,018620375;100;100
2305003012;0,025753186;0,025753186;0,025753186;100;100
2305003013;0,059553866;0,059553777;0,059553866;100;99,99984901
2305003014;0,040012918;0,040012918;0,040012918;100;100
2305004001;0,088220418;0,088220418;0,088220418;100;100
2305004002;0,043094395;0,043094395;0,043094395;100;100
2305004003;0,136814144;0,136814144;0,136814144;100;100
2305004004;0,075567765;0,075567765;0,075567765;100;100
2305004005;0,053227116;0,053227116;0,053227116;100;100
2305004006;0,057306668;0,057306668;0,057306668;100;100
2305004007;12,57381402;0,987995789;85,73135665;14,66652869;1,152432235
2305004008;0,069004542;0,069004542;0,069004542;100;100
2305004009;0,10527652;0,10527652;0,10527652;100;100
2305004010;0,64778423;0,61857149;0,64778423;100;95,49035941
2305005001;0,069902384;0,069902384;0,069902384;100;100
2305005002;0,077737724;0,077737724;0,077737724;100;100
2305005003;0,102979537;0,102979537;0,102979537;100;100
2305005004;0,051198053;0,051198053;0,051198053;100;100
2305005005;0,28504111;0,28504111;0,28504111;100;100
2305005006;0,048140318;0,048140318;0,048140318;100;100
2305005007;0,050576139;0,050576139;0,050576139;100;100
2305005008;0,056811015;0,027085654;0,056811015;100;47,67676533
2305005009;0,037718035;0,037259568;0,037718035;100;98,78448787
2305005010;0,036274552;0,02337431;0,036274552;100;64,43721239
2305005011;0,030937896;0,023468487;0,030937896;100;75,85676437
2305005012;0,029285767;0,029285767;0,029285767;100;100
2305005013;14,29815631;1,109235895;103,9303655;13,75743869;1,067287592
2305005014;0,026528378;0,026528378;0,026528378;100;100
2305005015;0,028788425;0,024184822;0,028788425;100;84,00883927
2305005016;0,068569847;0,068569847;0,068569847;100;100
2305005017;0,08766381;0,083803182;0,08766381;100;95,59609774
2305006001;0,029079163;0,029079163;0,029079163;100;100
2305006002;0,063635102;0,063635102;0,063635102;100;100
2305006003;0,080688014;0,080688014;0,080688014;100;100
2305006004;1,400224321;0,770320282;6,354651037;22,0346375;12,12214924
2305006005;0,052949668;0,052949668;0,052949668;100;100
2305006006;0,024326644;0,024326644;0,024326644;100;100
2305007001;0,044172917;0,044172917;0,044172917;100;100
2305007002;0,028693689;0,028693689;0,028693689;100;100
2305007003;0,051624953;0,051624953;0,051624953;100;100
2305007004;0,054884794;0,054884794;0,054884794;100;100
2305008001;0,046459438;0,046459438;0,046459438;100;100
2305008002;0,039005974;0,039005974;0,039005974;100;100
2305008003;0,041783488;0,041783488;0,041783488;100;100
2305008004;0,063352032;0,063352032;0,063352032;100;100
2305009001;0,053374295;0,053374297;0,056548574;94,38663427;94,38663671
2305009002;0,134400901;0,134224128;0,134400901;100;99,86847277
2305009003;0,047476797;0,047476797;0,047476797;100;100
2305009004;0,065023593;0,065023594;0,065691606;98,98310787;98,98310801
2305009005;2,137136921;0,311700526;23,39044459;9,136794784;1,332597699
2305009006;0,023020419;0,023020421;0,029111122;79,07774775;79,07775525
2305201001;12,21103262;0,59750357;47,71386249;25,59221153;1,252264099
2305201002;0,293150008;0,104942309;0,293150008;100;35,79816015
2305301001;0,176320006;0,128188105;0,176320006;100;72,7019626
2305301002;0,197740062;0,186500203;0,197740062;100;94,31584126
2305301003;0,171600842;0,125433375;0,171600842;100;73,09601363
2305301004;0,235286194;0,201349201;0,235286194;100;85,57629202
2305301005;0,153146616;0,153146616;0,153146616;100;100
2305301006;72,984234;0,823465481;147,5342448;49,46935139;0,558152097
2305301007;0,195937235;0,192939011;0,195937235;100;98,4698036
2305401001;0,402880704;0;41,7258756;0,965541642;0
2305501001;0,08988262;0,08988262;0,08988262;100;100
2305501002;0,088184777;0,088184777;0,088184777;100;100
2305501003;0,207537951;0,207537951;0,207537951;100;100
2305501004;0,232745572;0,232745572;0,232745572;100;100
2305501005;0,106599326;0,106018513;0,106599326;100;99,45514388
2305501006;44,56300227;1,497838117;187,6812596;23,74398081;0,798075482
2305501007;0,100358221;0,100358221;0,100358221;100;100
2305501008;0,149532599;0,149532599;0,149532599;100;100
2305502001;0,106629167;0,106629167;0,106629167;100;100
2305502002;0,392221478;0,354192825;0,392221478;100;90,30429105
2305502003;0,287516608;0,246934284;0,287516608;100;85,88522459
2305503001;0,081410146;0,081410146;0,081410146;100;100
2305503002;0,196585732;0,169760577;0,196585732;100;86,35447514
2305503003;0,088605573;0,087999211;0,088605573;100;99,3156611
2305503004;0,111156277;0,102674177;0,111156277;100;92,36921206
2305503005;1,286839715;0,157787113;1,286839715;100;12,26159801
2305503006;0,142026308;0,123143678;0,142026308;100;86,70483633
2305504001;0,017152013;0,017152005;0,071126979;24,1146372;24,11462661
2305504002;0,022942165;0,022942156;0,070210891;32,67607684;32,6760645
2305504004;0,018800516;0,018345318;0,156898742;11,98257931;11,69245714
2305504005;0,331925441;0,140090779;0,99600254;33,32576254;14,06530339
2305504006;0,020055197;0,020055197;0,042308413;47,40238616;47,40238463
2305504007;0,041586683;0,041586683;0,096822493;42,95146927;42,95146906
2305505001;0,04224198;0,042241978;0,134809604;31,33454768;31,33454619
2305505002;0,022077373;0,022077371;0,434137329;5,085343142;5,085342745
2305508001;0,161857667;0,125587103;0,463493854;34,92121096;27,09574279
2305508002;0,045264381;0,045264382;0,459408355;9,852755352;9,852755459
2305601003;10,27803869;0;67,26739966;15,27937566;0
2305802001;4,474886567;0;96,79628174;4,622994279;0
2305901001;0,112131849;0,073069808;0,112131849;100;65,16418781
2305901002;54,01782862;1,029531084;176,8960955;30,5364731;0,58199763
2305902001;0,495310124;0,46171792;0,495310124;100;93,2179451
2305902002;0,213590451;0,213590459;0,271010686;78,81255675;78,81255976
2306003002;0,007641601;0,007641601;0,115577769;6,611653324;6,611652995
2306003003;0,001790541;0;0,308932873;0,579589174;0
2306003004;0,042376059;0,042376058;0,102018998;41,53741968;41,53741804
2306003006;0,003245057;0,003245056;0,22827096;1,42158098;1,421580851
2306003007;1,43715818;0,223566859;61,47069371;2,337956665;0,363696658
2306004001;5,14802233;0,395948035;91,02480125;5,655626005;0,434989178
2306004003;3,363694045;0,033297366;105,1205673;3,199843885;0,031675406
2306101003;4,31795785;0,268953643;35,19473679;12,26876017;0,764187112
2306301001;0,14107191;0,111378204;0,204032118;69,14201157;54,58856465
2306301002;14,38855573;0,24617064;174,8798285;8,227681749;0,1407656
2306301003;0,031960616;0,031960617;0,275245628;11,61167084;11,61167123
2306301004;0,012234468;0,012234467;0,142852966;8,564377978;8,564377405
2306301005;0,002629633;0,002629633;0,125130664;2,101509752;2,101509407
2306402001;0,140851641;0;49,51768677;0,284447135;0
2306501001;22,18470943;0,786319092;125,7948275;17,63562927;0,625080624
2306502001;0,277676023;0,255385155;0,320069597;86,75488868;79,79050715
2306603001;1,27315857;0,005696893;146,2620983;0,870463767;0,003894989
2306701001;3,496349382;0,434604237;79,26197511;4,411130781;0,548313661
2306903002;0,941794386;0,052970745;174,6519491;0,539240696;0,030329318
2307101001;26,9851932;1,532364907;38,81065434;69,53037423;3,948309899
2307201001;26,12257547;1,113556762;97,12530928;26,89574495;1,146515537
2307201002;0,055754249;0,055754249;0,249863109;22,31391776;22,31391779
2307304001;2,810554448;0;295,6238434;0,950719812;0
2307401001;10,05521334;0,609200418;47,01577152;21,38689426;1,2957363
2307402001;0,143554427;0,141570615;0,245564276;58,4590029;57,65114404
2307502001;2,593181887;0,13557706;111,7382989;2,320763706;0,121334459
2307601001;1,297253407;0,045358625;145,3676155;0,892395052;0,031202703
2307701001;0,301713179;0;47,06451066;0,641063032;0
2308001001;0,678321151;0,067635032;73,13284968;0,927519103;0,092482424
2308101001;8,734159809;0;169,5999771;5,149859072;0
2308101002;25,4021911;1,133721573;26,47379055;95,9522251;4,282430094
2308101003;0,110084925;0,016669113;28,76825477;0,382661117;0,057942731
2308201002;1,607956823;0;175,8070695;0,914614428;0
2308401001;20,84040002;0,086090079;55,26416025;37,71051604;0,155779222
2308501001;0,052260362;0,052260362;0,43843934;11,91963346;11,91963338
2308501002;1,29882933;0,158845063;28,91862757;4,491324241;0,549282853
2308501003;0,879978666;0,122308945;32,02923935;2,747422928;0,381866529
2308601003;0,00049004;0,000490039;0,070244327;0,697621839;0,697620955
2308601005;34,97027953;0,317087804;181,1513207;19,3044574;0,175040294
2308601006;0,115648771;0,060314135;0,296806821;38,96432394;20,3210069
2308704002;7,417351389;0,05241639;156,0058354;4,75453458;0,033598993
2308801001;0,010878793;0,010878797;0,113846721;9,555649192;9,555652316
2308801002;0,001018045;0;0,075714646;1,344581721;0
2308802001;0,107226093;0,094022747;0,147991355;72,45429489;63,53259438
2308803002;0,15422214;0,153883502;0,172552473;89,37695135;89,18069897
2308803003;8,044912601;0,500318402;90,05643845;8,93318983;0,555560946
2309002001;1,488432736;0;79,83450619;1,864397748;0
2309101001;1,925387063;0,281532916;64,83453912;2,969693453;0,434232925
2309201003;0,001401373;0,001401375;0,062664447;2,236312323;2,236315945
2309201004;0,032269382;0,032269378;0,064839912;49,76777649;49,76777009
2309201005;0,271197675;0,259919304;0,348726444;77,76802703;74,53386702
2309201006;0,067964682;0,067964688;0,089003196;76,36206972;76,36207537
2309201007;0,162118199;0,162118204;0,253093892;64,05456798;64,05457003
2309201008;0,014780151;0,01478015;0,22836775;6,472083191;6,472082826
2309202001;0,00047003;0,00047003;0,066236338;0,70962631;0,709624932
2309202002;0,046658921;0,043139849;0,103044674;45,28028435;41,86519031
2309203001;0,045346938;0,045346936;0,064713044;70,07387511;70,07387335
2309203003;0,047835001;0,047835004;0,111440885;42,9241039;42,92410616
2309203004;0,056266492;0,056266491;0,125047339;44,99615287;44,99615249
2309203006;0,030502301;0,0305023;0,076115741;40,07357855;40,07357737
2309203007;0,207162163;0,076106968;0,213120769;97,2041177;35,71072329
2309204001;0,2633118;0,263311803;0,338284886;77,83729361;77,83729474
2309204002;0,068357595;0,068357584;0,092342252;74,02634552;74,02633448
2309204003;0,019466549;0,019466552;0,081056297;24,01608508;24,01608798
2309204004;0,000737628;0,000737629;0,049085747;1,502733482;1,502735077
2309205001;122,7686046;1,951330909;400,3751547;30,66339235;0,487375624
2309301002;0,291348086;0;183,2437467;0,158994831;0
2309401002;6,075266009;0,050497825;82,71694912;7,344644688;0,061048945
2309401003;2,059244754;0;48,47975492;4,24763854;0
2309401004;0,671914195;0;134,0933927;0,501079271;0
2309501002;0,123645;0,111543816;0,185626567;66,60953877;60,0904374
2309502001;0,087361311;0,087361319;0,182120243;47,96902839;47,96903283
2309502003;0,343358186;0,131098478;1,120013006;30,65662488;11,70508535
2309503002;0,469460375;0,201496124;56,60240758;0,829400012;0,355985077
2309504002;1,049554552;0,002482626;60,70231052;1,729019115;0,004089839
2309601003;1,752135595;0,046926453;208,3626126;0,840906904;0,022521532
2309701002;53,20239445;0,411984247;176,2977042;30,17758778;0,233686677
2309702004;0,005320502;2,68447E-05;0,259098861;2,053464115;0,01036078
2309801001;0,047370376;0,002933424;16,5594194;0,286063022;0,017714533
2309802001;0,103428989;0,023690568;0,901424921;11,47394378;2,628124339
2309901001;0,020833455;0,020833457;0,172857988;12,05235323;12,05235424
2309901003;1,991259245;0,733096623;87,92088666;2,264830714;0,833813956
2309901004;0,093470861;0,093470863;0,380726228;24,55067556;24,55067596
2310101001;2,912830826;0;78,44216014;3,713348562;0
2390101001;1,528950835;0,016462431;20,53074705;7,447127138;0,080184278
2390102001;0,134824757;0;19,94511433;0,675978864;0
2390201001;0,306081235;0,283897433;0,306081235;100;92,7523157
2390201002;0,346860718;0,158955278;0,346860718;100;45,82683198
2390202001;78,68307993;0,832551633;118,0586195;66,64746739;0,705201905
2390301001;2,08959651;0,064347119;71,75899796;2,91196445;0,08967115
2390403001;0,250579213;0;196,9936083;0,127201697;0
2390501001;0,478941433;0,342070716;0,625363901;76,58603775;54,69946622
2390501002;46,41111255;1,166803417;56,63668355;81,94532173;2,06015491
2900101001;0,009098097;0,009098097;0,179161361;5,078157746;5,078158036
2900101003;0,563316842;0,061730135;64,46595292;0,873820701;0,095756181
2900301001;2,028536185;0,261669123;33,9750585;5,970662816;0,770180052
2900401001;0,573640673;0,09884575;20,35202425;2,818592715;0,48568019
2900501001;0,282367935;0,068339347;4,541163731;6,217964204;1,504886221
2900501002;0,136807157;0,091918231;3,445724221;3,970345525;2,667602651
2900501003;1,716927981;0,950240269;1,742919319;98,5087469;54,52003762
2900601001;1,419263914;0,419571301;19,71953364;7,197248881;2,127693831
2900701003;2,477325569;0,722159266;39,39914122;6,287765399;1,832931489
2900701010;0,032621703;0,030640317;9,712503407;0,335873273;0,315472908
2900801001;0,100242908;0,100242908;0,100242908;100;100
2900801002;0,132593822;0,132593822;0,149830164;88,49608038;88,49608006
2900801003;0,169749164;0,169749164;0,169749164;100;100
2900801004;0,162557599;0,162557599;0,162557599;100;100
2900801005;0,094061414;0,094061413;0,189871152;49,53960252;49,53960227
2900801006;0,326927507;0,250130258;0,529743664;61,71428369;47,21722504
2900801007;0,133308937;0,133308941;0,226591287;58,83233169;58,8323332
2900802001;0,074653889;0,074653889;0,074653889;100;100
2900802002;0,056047564;0,056047564;0,056047564;100;100
2900802003;0,365729054;0,363124535;0,365729054;100;99,28785561
2900802004;0,216071491;0,21607149;0,233820364;92,40918421;92,40918382
2900803001;18,97894505;10,56522783;23,14755885;81,99112993;45,6429462
2900803002;14,4296707;8,254555596;47,67482639;30,26685527;17,31428559
2901101001;0,060335247;0,05694909;0,199165226;30,29406672;28,59389239
2901101002;0,209508649;0,198520152;0,618475866;33,87499177;32,09828595
2901101003;3,156956142;0,414885019;71,6326124;4,407149253;0,579184543
2901101004;1,724650583;0,254783354;90,38411325;1,90813465;0,281889532
2901201001;0,018337343;0,018337344;0,108929983;16,83406408;16,83406473
2901201002;0,036747275;0,036747273;0,084669635;43,40077215;43,40076988
2901201003;0,098126009;0,098126008;0,147227779;66,64911326;66,64911226
2901202001;0,094811881;0,09481188;0,101344879;93,55369633;93,55369539
2901202002;0,111927784;0,111927784;0,111927784;100;100
2901202003;0,574335502;0,512127697;58,19733732;0,986875909;0,879984756
2901203001;4,173910486;1,819162684;37,69320596;11,07337617;4,826234962
2901401001;7,241884014;0,136385028;31,2496413;23,17429485;0,436437101
2901501001;0,047388229;0,047388229;0,059079318;80,21119771;80,21119809
2901501003;0,004489838;0,004489848;0,058091802;7,728866794;7,728884342
2901501004;0,009044823;0,009044822;0,112795814;8,018757219;8,018756966
2901501005;0,093289508;0,092968385;0,294884568;31,63594086;31,52704302
2901501006;0,069038592;0,069038591;0,590632079;11,68893369;11,68893359
2901501007;0,014434863;0,014434861;0,095564817;15,10478801;15,10478641
2901501008;0,00632437;0,00632437;0,055445619;11,40643741;11,40643772
2901502001;0,024888214;0,024888217;0,109193635;22,79273361;22,79273607
2901502002;0,000626603;0,000626602;0,146555072;0,42755449;0,427554152
2901502004;0,00400475;0,004004749;0,133426188;3,001472341;3,00147181
2901503003;0,326301511;0,20417581;0,60918652;53,56348189;33,51614049
2901503004;0,062738689;0,062738693;0,105414639;59,51610675;59,51611011
2901503005;0,073666686;0,073666687;0,090986681;80,96425208;80,96425355
2901503006;0,122226742;0,095016151;0,186187995;65,64695091;51,03237206
2901504001;148,1005767;2,77060069;426,4802954;34,72624135;0,649643306
2901504002;0,056862179;0,013758941;0,082843039;68,63845149;16,60844503
2901505002;1,748733335;0;91,96652157;1,901489048;0
2901505004;1,014678004;0,025402411;42,78312824;2,371677916;0,059374832
2901506002;27,29460777;0,728233799;63,07970466;43,27003101;1,154466088
2901506003;142,2448648;1,173231051;188,2359075;75,56733821;0,623276965
2901701001;0,096984024;0,04190651;0,096984024;100;43,20970463
2901701002;0,227449718;0,150005307;0,227449718;100;65,95097525
2901701003;0,839532162;0,37404566;0,839532162;100;44,55405964
2901702001;0,126800596;0,116630046;0,126800596;100;91,97909925
2901702002;0,571996398;0,467817962;0,571996398;100;81,78687211
2901703001;183,648335;7,388125734;183,648335;100;4,022974526
2901801002;0,206363585;0;106,2591511;0,194207824;0
2902001001;1,303569463;0,70810337;3,512711282;37,11006567;20,158314
2902001002;4,202074286;0,470085229;4,76208316;88,2402542;9,871419999
2902101001;1,767429945;0,174916553;10,90146593;16,21277318;1,604523222
2902201001;0,827274866;0,20352449;20,678835;4,000587391;0,984216422
2902301001;4,533794362;0,517043314;145,4528279;3,117020431;0,355471476
2902401001;0,647705161;0,088223977;19,75206996;3,279176119;0,446656866
2902501001;0,14394447;0,14394447;0,14394447;100;100
2902501002;6,988727299;5,705376968;13,59608866;51,40248401;41,96336985
2902502001;1,59792513;1,424841635;1,59792513;100;89,16823499
2902502002;0,03174258;0,03174258;0,03174258;100;100
2902502003;0,299246846;0,2500819;0,299246846;100;83,57043799
2902502004;0,068810638;0,068810638;0,068810638;100;100
2902502005;0,038005483;0,038005483;0,038005483;100;100
2902502006;0,161978886;0,161978886;0,161978886;100;100
2902502007;0,041631578;0,041631578;0,041631578;100;100
2902502008;0,354326607;0,352128807;0,354326607;100;99,37972477
2902502009;0,057972948;0,057972948;0,057972948;100;100
2902502010;0,750289204;0,55450868;3,86616973;19,40652522;14,342585
2902502011;0,047329948;0,047329948;0,047329948;100;100
2902502012;0,91710745;0,772502499;0,96376065;95,15925455;80,15501559
2902503001;0,424456665;0,424456667;0,713621744;59,47922249;59,47922285
2902503002;3,744479317;3,479154437;3,771247228;99,29021065;92,25474295
2902503003;0,459854402;0,459854393;0,490458703;93,76006554;93,7600638
2902503004;0,618622325;0,618622325;0,621711812;99,50306773;99,50306776
2902801001;4,355822189;0,959976636;32,00219802;13,61100942;2,999720943
2902901001;0,359046668;0,039259437;24,90343555;1,441755566;0,157646672
2903001001;0,045610018;0;24,3816683;0,187066847;0
2903101001;2,006844465;0,137679052;77,1152976;2,602394762;0,178536628
2903101002;0,562771784;0,075667121;41,22748158;1,36504041;0,183535637
2903201001;4,368564995;0,55543971;68,91561382;6,339006146;0,80597078
2903201002;12,26319192;0,318694675;27,36192254;44,81845856;1,164737875
2903201003;1,838969037;0,367084871;14,62682543;12,57257801;2,509668779
2903201004;1,302646227;0,200156832;35,06688981;3,714746971;0,570785812
2903201005;14,75977841;0,513163156;41,83706185;35,27919446;1,226575513
2903501001;1,760809902;0;62,77577423;2,804919451;0
2903501002;3,543915912;0,471238282;102,4624344;3,458746548;0,459913221
2903601001;1,482331531;0,247265055;22,43935759;6,605944598;1,101925728
2903701001;14,84881254;0,072637211;21,4674445;69,16898067;0,338359839
2903801001;0,204709931;0,204709932;0,209832771;97,55860834;97,55860872
2903801002;0,030973376;0,030973377;0,240993279;12,85238173;12,85238202
2903802001;1,491085683;0,796145922;50,98936546;2,924307196;1,561396019
2903802002;22,81370012;7,565154834;52,4542274;43,4925863;14,42239302
2903802004;0,089266901;0,089266899;0,225245371;39,63095925;39,63095804
2903802005;0,013946232;0,013946233;0,200317675;6,962057643;6,962058031
2903802006;0,088871264;0,088635169;0,168703635;52,67892677;52,5389798
2903802007;0,048522908;0,04852291;0,220421877;22,01365322;22,01365411
2903901001;0,168822403;0,166967493;0,39625466;42,60452179;42,13641123
2903901002;1,859524083;0,187089639;66,85853736;2,781281429;0,279829093
2904001001;0,055642712;0,055642711;0,248168313;22,42136035;22,42136018
2904001002;3,303051758;0,951361558;113,4597548;2,911210026;0,838501334
2904101001;1,097297058;0,034031603;66,26595832;1,655898573;0,051356086
2904101002;13,98792975;2,097006112;96,12442414;14,55189966;2,181553887
2904201001;0,083747741;0,083747743;0,085206501;98,28797028;98,28797295
2904201002;0,058384264;0,058384264;0,058384264;100;100
2904201003;0,269311205;0,26059898;0,269311205;100;96,76499703
2904202001;0,161335599;0,161335599;0,161335599;100;100
2904202002;0,116854679;0,116854679;0,116854679;100;100
2904202003;0,028466339;0,028466339;0,028466339;100;100
2904202004;0,043116768;0,043116768;0,043116768;100;100
2904203001;0,045478861;0,045478861;0,045478861;100;100
2904203002;0,134608682;0,134608682;0,134608682;100;100
2904203003;0,063534665;0,063534665;0,063534665;100;100
2904203004;0,060864367;0,060864367;0,060864367;100;100
2904204001;10,04145661;6,384838246;39,49479598;25,42475878;16,16627732
2904204002;16,04876923;7,277800712;86,78055113;18,49350922;8,386442144
2904301001;0,647170715;0,010009167;65,81464189;0,98332331;0,015208115
2904701001;6,125434663;0,266152104;16,52537081;37,06685152;1,610566604
2904801001;0,202073803;0,019299621;5,962379447;3,389146972;0,323689912
2904801002;3,487839029;0,26034706;10,04257292;34,73053226;2,592433851
2904901001;1,795444841;0,379092867;12,03363508;14,92022011;3,150277238
2904901002;0,439473516;0,106751132;9,388599825;4,680927124;1,137029308
2904902001;0,339031078;0,04990278;15,52129497;2,184296338;0,321511707
2905101001;0,131857066;0,131857067;0,255733884;51,56026423;51,56026457
2905101002;0,093193827;0,090803445;0,168283898;55,37893267;53,95848689
2905101003;0,06748992;0,067489921;0,110464289;61,09659608;61,09659672
2905101004;0,062636627;0,062636627;0,062636627;100;100
2905101005;0,255953741;0,247218239;0,255953741;100;96,58707771
2905101006;0,042420064;0,042420064;0,042420064;100;100
2905101007;0,073114232;0,073114233;0,075182408;97,24912359;97,24912427
2905101008;0,024530964;0,024530964;0,024530964;100;100
2905101009;0,035688838;0,034593595;0,372316669;9,58561382;9,291444139
2905101010;12,42279073;3,078183974;43,04437873;28,8604252;7,151186901
2905101011;0,610535842;0,351376328;0,677010868;90,18109913;51,9011356
2905101012;0,17731878;0,157877153;0,179187857;98,95691744;88,10705996
2905102001;0,046045366;0,046045366;0,046045366;100;100
2905102002;0,022588547;0,022588547;0,022588547;100;100
2905102003;0,073367237;0,073367237;0,073367237;100;100
2905102004;0,06290737;0,06290737;0,06290737;100;100
2905102005;0,078118112;0,078118113;0,079582752;98,15960167;98,15960214
2905102006;0,064617091;0,057950638;0,102709747;62,91232636;56,42175171
2905102007;0,2427526;0,180317876;0,275734421;88,03855496;65,39549023
2905102008;0,033861583;0,033861583;0,033861583;100;100
2905102009;0,026491852;0,026491852;0,026491852;100;100
2905102010;0,266534199;0,098893121;0,266534199;100;37,10335163
2905102011;0,201842212;0,194852885;0,213049805;94,73944943;91,45884224
2905102012;0,223052468;0,087711767;0,223052468;100;39,32337897
2905103001;0,550408123;0,339557426;4,497013148;12,23941547;7,550732332
2905103002;0,158689986;0,141958089;1,771127707;8,959827441;8,015124404
2905103003;0,630079705;0,423659779;7,480598472;8,422851552;5,663447658
2905103004;5,02536909;1,058114621;77,10838234;6,517279882;1,372243314
2905201001;2,761832641;0,218067409;20,4084235;13,53280738;1,068516679
2905301001;0,548290702;0,208293704;40,48486234;1,354310403;0,514497746
2905401001;0,047201853;0,047201853;0,047201853;100;100
2905401002;0,110884497;0,108359521;0,121400666;91,33763483;89,25776462
2905401003;0,05672591;0,05672591;0,05672591;100;100
2905401004;0,301306705;0,268042742;0,497648463;60,54609377;53,86186473
2905401005;0,07288943;0,07288943;0,07288943;100;100
2905401006;0,098419179;0,098419179;0,098419179;100;100
2905401007;0,053611243;0,053611243;0,053611243;100;100
2905401008;0,102491575;0,102491575;0,102491575;100;100
2905401009;0,061516513;0,061516513;0,061516513;100;100
2905401010;0,020627343;0,020627343;0,020627343;100;100
2905401011;0,078322615;0,078322615;0,078322615;100;100
2905401012;0,087921159;0,087921159;0,087921159;100;100
2905401013;0,048210252;0,048210252;0,048210252;100;100
2905401014;0,036445547;0,036445547;0,036445547;100;100
2905401015;0,028367479;0,028367479;0,028367479;100;100
2905401016;0,072608864;0,069987759;0,075437318;96,25059053;92,77604272
2905401017;0,130250591;0,116363077;0,352114243;36,9910033;33,0469668
2905401018;0,12363407;0,12363407;0,12363407;100;100
2905401019;0,136946811;0,136946811;0,136946811;100;100
2905401020;0,071322603;0,071322603;0,071322603;100;100
2905401021;0,822922744;0,681260763;0,83462139;98,598329;81,62512621
2905401022;0,041223576;0,041223576;0,041223576;100;100
2905401023;0,121477479;0,121477479;0,121477479;100;100
2905401024;0,100043402;0,100043402;0,100043402;100;100
2905401025;0,138449881;0,122887077;0,138449881;100;88,75925074
2905402001;0,056013012;0,056013012;0,056013012;100;100
2905402002;0,06171864;0,061718644;0,200998494;30,70602126;30,70602283
2905402003;0,477122635;0,452072085;0,477122635;100;94,74966224
2905402004;0,333487984;0,287295662;0,333487984;100;86,14872972
2905402005;0,347647689;0,276076522;0,347647689;100;79,4127305
2905403001;1,176380627;1,017502615;1,176380627;100;86,49433623
2905403002;4,247970048;2,56722912;4,36744128;97,26450284;58,78107926
2905501001;73,85354601;2,339838784;90,60541988;81,51117903;2,582449027
2905901001;3,638561768;0,64965611;19,40410227;18,75150789;3,348034869
2905901002;15,23635094;1,042895325;15,24939186;99,91448232;6,83893059
2906001001;3,926624271;0,306991578;43,86874461;8,950847138;0,699795677
2906301001;0,854868757;0,325012589;27,17539418;3,145745564;1,19598114
2906501001;8,161511281;0,228287566;33,6611706;24,24607087;0,678192594
2906701001;0,100928787;0,100928787;0,100928787;100;100
2906701002;0,105029578;0,105029578;0,105029578;100;100
2906701003;0,069040345;0,068769397;0,069040345;100;99,6075519
2906701004;0,270168418;0,250118145;0,607833673;44,4477543;41,14910961
2906702001;0,262171395;0,235512624;0,262171395;100;89,83154857
2906702002;0,007376003;0,007375998;0,030436205;24,23430639;24,2342902
2906702003;1,226081777;0,645528751;4,604649255;26,62703952;14,01906454
2906702004;0,244230042;0,205641049;0,244230042;100;84,1997354
2906702005;0,056263851;0,0532314;0,056263851;100;94,61030238
2906702007;0,170414987;0,168589194;0,173969772;97,95666535;96,9071765
2906702008;0,124451786;0,124451786;0,124451786;100;100
2906702009;1,724408006;0,800184774;5,06599974;34,03884909;15,79519966
2906702010;0,13769015;0,13769015;0,13769015;100;100
2906702011;0,132367352;0,132367352;0,132367352;100;100
2906702012;0,054403812;0,054403812;0,054403812;100;100
2906702013;0,571779717;0,571779717;0,571779717;100;100
2906702014;0,150932999;0,150932999;0,150932999;100;100
2906702015;0,102354367;0,102354367;0,102354367;100;100
2906702016;0,141310347;0,141310347;0,141310347;100;100
2906702017;0,690155201;0,605051229;1,329259503;51,9202759;45,5179164
2906702018;0,178533738;0,178533738;0,178533738;100;100
2906702019;0,168441984;0,168441984;0,168441984;100;100
2906702020;0,038027269;0,038027269;0,038027269;100;100
2906702021;0,036734383;0,036734383;0,036734383;100;100
2906702022;0,423491897;0,421091477;0,423491897;100;99,43318402
